Time, Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Calculated load value (%), Engine coolant temperature (F), Engine RPM (RPM), Intake manifold absolute pressure (PSI), Intake air temperature (F), Mass air flow rate (lb/min), Absolute throttle position (%), Input voltage read by the scan tool (V), Commanded throttle actuator control (%), Accelerator pedal position E (%), Accelerator pedal position D (%), Absolute throttle position B (%), Relative throttle position (%), Fuel/Air commanded equivalence ratio, Absolute load value (%), Control module voltage (V), Catalyst temperature (Bank 1 Sensor 1) (F), Oxygen sensor 1 current wide range (mA), Oxygen sensor 1 lambda wide range (current probe), Barometric pressure (PSI), Evap system vapor pressure (PSI), Distance traveled since DTCs cleared (miles), Number of warm-ups since DTCs cleared, Fuel level input (%), Commanded evaporative purge (%), EGR error (%), Commanded EGR (%), Time since engine start (sec), Distance traveled while MIL is activated (miles), Short term fuel trim (Bank 1  Sensor 2) (%), Oxygen sensor voltage (Bank 1  Sensor 2) (V), Ignition timing advance for #1 cylinder, Long term fuel % trim - Bank 1 (%), Short term fuel % trim - Bank 1 (%), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
08/28/2013 10:00:55.2094 AM,0,0,0.007674622,0.1337426,18.82353,0,699,3.770981,0,0.203742,12.54902,14.3,1.176471,9.803922,19.60784,29.80392,1.176471,0.9879865,14.11765,0,362.66,0.0078125,0.989725,14.50377,1.128357,0,0,0,27.45098,99.21875,0,0,0,12.5,0.585,4,14.0625,12.5,-122.18,39.24024,-7.399994,324,0,20
08/28/2013 10:00:56.1652 AM,0,0,0.007650063,0.129107,19.21569,0,699,3.770981,0,0.195804,12.54902,14.2,1.176471,9.803922,19.60784,29.80392,1.176471,0.9966485,14.90196,0,363.2,0,0.9925005,14.50377,1.130279,0,0,0,26.27451,99.21875,0,0,0,12.5,0.61,6,14.0625,12.5,-122.1801,39.24015,-8.100006,283,1.8765,15
08/28/2013 10:00:57.1671 AM,0,0,0.007624308,0.1403049,19.60784,0,699,3.916019,104,0.210357,12.54902,14.2,1.176471,9.803922,19.60784,29.80392,1.176471,1.004304,15.68627,14.15,363.74,-0.0078125,0.9973195,14.50377,1.141882,0,0,82.35294,27.05882,99.21875,0,228,0,12.5,0.665,4,14.0625,12.5,-122.1801,39.24014,-8.200012,262,0.7506,15
08/28/2013 10:00:58.2175 AM,0,0,0.007605473,0.1358928,18.82353,0,708,3.916019,104,0.203742,12.54902,14.2,1.176471,9.803922,19.60784,29.80392,1.176471,1.004304,15.29412,14.15,364.46,-0.02734375,1.006225,14.50377,-1.174661,0,0,82.35294,27.84314,99.21875,0,228,0,12.5,0.71,3.5,14.0625,12.5,-122.1801,39.24013,-8.299988,252,1.0008,15
08/28/2013 10:00:59.1750 AM,0,0,0.007588673,0.1403049,18.43137,0,705,3.770981,104,0.210357,12.54902,14.2,1.176471,9.803922,19.60784,29.80392,1.176471,1.004304,15.29412,14.15,365.18,-0.02734375,1.00589,14.50377,-1.170817,0,0,82.35294,27.45098,99.21875,0,228,0,12.5,0.73,4,14.0625,12.5,-122.1801,39.24012,-8.5,252,0,15
08/28/2013 10:01:00.2557 AM,0,0,0.007556058,0.1402495,18.82353,0,704,3.770981,104,0.210357,12.54902,14.1,1.176471,9.803922,19.60784,29.80392,1.176471,1.003023,14.90196,14.15,365.9,-0.01953125,0.9989055,14.50377,1.157292,0,0,82.35294,27.45098,99.21875,0,228,0,12.5,0.745,3,14.0625,12.5,-122.1801,39.24012,-8.5,252,0,15
08/28/2013 10:01:01.1741 AM,0,0,0.007538352,0.1376576,19.21569,179.6,695,3.916019,104,0.206388,12.54902,14.3,1.176471,9.803922,19.60784,29.80392,1.176471,1.002108,14.5098,14.225,366.26,-0.01171875,0.998265,14.50377,1.141882,906.5806,35,82.35294,27.45098,99.21875,0,232,0,12.5,0.755,3.5,14.0625,12.5,-122.1801,39.24012,-8.5,252,0,15
08/28/2013 10:01:02.1747 AM,0,0,0.007513493,0.1403049,18.82353,179.6,703,3.916019,104,0.210357,12.54902,14.2,1.176471,9.803922,19.60784,29.80392,1.176471,0.994666,14.90196,14.225,366.98,-0.01953125,0.999424,14.50377,1.174661,906.5806,35,82.35294,27.45098,99.21875,0,232,0,12.5,0.76,3.5,14.0625,12.5,-122.1801,39.24012,-8.5,252,0,10
08/28/2013 10:01:03.1723 AM,0,0,0.007489194,0.1370717,18.03922,179.6,703,3.770981,104,0.207711,12.54902,14.2,1.176471,9.803922,19.60784,29.80392,1.176471,1.003999,14.90196,14.225,367.7,-0.015625,0.9995155,14.50377,1.168859,906.5806,35,82.35294,27.45098,99.21875,0,232,0,12.5,0.765,4,14.0625,12.5,-122.1801,39.24012,-8.5,252,0,10
08/28/2013 10:01:04.1777 AM,0,0,0.007465613,0.1285971,18.82353,179.6,691,3.770981,104,0.194481,12.54902,14.3,1.176471,9.803922,19.60784,29.80392,1.176471,1.002321,14.5098,14.225,368.06,-0.01171875,0.996862,14.50377,-1.172739,906.5806,35,82.35294,27.05882,99.21875,0,232,0,12.5,0.77,4.5,14.0625,12.5,-122.1801,39.24012,-8.5,252,0,10
08/28/2013 10:01:05.2076 AM,0,0,0.007446038,0.1384391,19.21569,179.6,699,3.916019,104,0.207711,12.54902,14.2,1.176471,9.803922,19.60784,29.80392,1.176471,1.001498,14.5098,14.25,368.78,-0.015625,0.998326,14.50377,1.128357,906.5806,35,82.35294,27.05882,99.21875,0,236,0,12.5,0.77,4.5,14.0625,12.5,-122.1801,39.24012,-8.5,252,0,10
