Time, Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Calculated load value (%), Engine coolant temperature (F), Engine RPM (RPM), Intake manifold absolute pressure (PSI), Intake air temperature (F), Mass air flow rate (lb/min), Absolute throttle position (%), Input voltage read by the scan tool (V), Commanded throttle actuator control (%), Accelerator pedal position E (%), Accelerator pedal position D (%), Absolute throttle position B (%), Relative throttle position (%), Fuel/Air commanded equivalence ratio, Absolute load value (%), Control module voltage (V), Catalyst temperature (Bank 1 Sensor 1) (F), Oxygen sensor 1 current wide range (mA), Oxygen sensor 1 lambda wide range (current probe), Barometric pressure (PSI), Evap system vapor pressure (PSI), Distance traveled since DTCs cleared (miles), Number of warm-ups since DTCs cleared, Fuel level input (%), Commanded evaporative purge (%), EGR error (%), Commanded EGR (%), Time since engine start (sec), Distance traveled while MIL is activated (miles), Short term fuel trim (Bank 1  Sensor 2) (%), Oxygen sensor voltage (Bank 1  Sensor 2) (V), Ignition timing advance for #1 cylinder, Long term fuel % trim - Bank 1 (%), Short term fuel % trim - Bank 1 (%), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
08/29/2013 10:45:53.9941 AM,70.83632,37.49061,37.89443,1.889441,47.45098,177.8,3469,8.99234,80.6,2.852388,23.52941,14.2,17.64706,9.803922,19.60784,38.82353,16.47059,0.993812,40.78431,14.325,1275.44,-0.01171875,0.996374,14.50377,1.097501,1457.737,37,60,100,0.78125,56.07843,1528,0,11.71875,0.61,42.5,12.5,11.71875,-122.7497,45.91765,-9.899994,339,32.6511,10
08/29/2013 10:45:54.2705 AM,70.83632,37.49061,37.89443,1.889441,47.45098,177.8,3469,8.99234,80.6,2.852388,23.92157,14.3,18.43137,9.803922,19.60784,38.82353,16.86275,0.993812,42.7451,14.325,1276.7,0.0078125,0.9933545,14.50377,1.099422,1457.737,37,60,100,0,58.03922,1528,0,11.71875,0.61,42.5,12.5,11.71875,-122.7499,45.91793,-9.299988,339,33.1515,10
08/29/2013 10:45:55.2736 AM,70.83632,36.23937,37.89405,1.954678,49.41177,177.8,3477,9.427453,80.6,2.972781,24.31373,14.3,18.82353,9.803922,19.60784,39.21569,17.2549,0.988627,43.92157,14.325,1278.86,0.00390625,0.990274,14.50377,1.097501,1457.737,37,60,100,-1.5625,61.56863,1528,0,11.71875,0.615,42,12.5,11.71875,-122.75,45.91821,-11,338,32.4009,5
08/29/2013 10:45:56.4912 AM,70.83632,35.72561,37.89351,1.982788,50.58823,177.8,3483,9.572491,80.6,3.017763,24.31373,14.4,18.82353,9.803922,19.60784,39.21569,17.2549,0.9943,44.31372,14.325,1281.74,0.0078125,0.9942085,14.50377,1.097501,1457.737,37,60,100,0,63.13726,1528,0,11.71875,0.62,42,12.5,11.71875,-122.7502,45.91848,-11.29999,338,32.6511,5
08/29/2013 10:45:57.3223 AM,71.45769,36.66369,37.89307,1.949004,48.62745,177.8,3488,9.427453,80.6,2.958228,23.92157,14.4,18.43137,9.803922,19.60784,39.21569,17.2549,0.9933545,43.13726,14.325,1282.64,-0.00390625,0.996008,14.50377,1.097501,1457.737,37,60,100,0,60.78431,1528,0,11.71875,0.62,42,12.5,11.71875,-122.7503,45.91875,-11.20001,339,32.2758,5
08/29/2013 10:45:58.4412 AM,71.45769,37.97392,37.89318,1.881757,47.84314,177.8,3488,9.137378,80.6,2.852388,23.92157,14.4,18.03922,9.803922,19.60784,38.82353,16.47059,0.9957335,41.96078,14.35,1284.98,0,0.996435,14.50377,1.095579,1457.737,37,76.47059,100,0.78125,58.82353,1534,0,11.71875,0.625,42,12.5,11.71875,-122.7505,45.91902,-10.70001,339,31.275,10
08/29/2013 10:46:01.3601 AM,72.07906,40.30931,37.89382,1.772734,44.70588,177.8,3491,8.412189,80.6,2.671137,23.52941,14.3,18.82353,9.803922,19.60784,41.56863,21.96078,0.99979,56.07843,14.35,1286.06,0.0078125,0.985333,14.50377,1.097501,1457.737,37,76.47059,100,-1.5625,83.13725,1534,0,11.71875,0.635,35.5,12.5,11.71875,-122.7508,45.91955,-10.89999,337,32.71365,10
08/29/2013 10:46:01.4882 AM,72.07906,29.6324,37.89106,2.432441,61.96078,177.8,3491,8.412189,80.6,3.663387,23.52941,14.3,18.82353,9.803922,19.60784,41.56863,21.96078,0.9874985,56.07843,14.35,1286.06,0.0078125,0.985333,14.50377,1.097501,1457.737,37,76.47059,100,-1.5625,83.13725,1534,0,11.71875,0.635,35.5,12.5,11.71875,-122.751,45.91982,-10.89999,337,32.33835,10
08/29/2013 10:46:04.9792 AM,72.70043,27.41662,37.88688,2.651692,66.27451,177.8,3557,11.45798,80.6,4.029858,28.23529,14.3,23.92157,9.803922,19.60784,41.96078,22.35294,0.9966485,55.68628,14.325,1308.02,0.00390625,0.988505,14.50377,1.105224,1457.737,37,57.64706,100,-1.5625,86.66666,1540,0,11.71875,0.66,32.5,12.5,11.71875,-122.7515,45.92063,-11.60001,337,32.526,10
08/29/2013 10:46:07.7794 AM,73.3218,35.47808,37.88235,2.066679,49.41177,177.8,3588,9.717528,80.6,3.131541,24.70588,14.3,19.60784,9.803922,19.60784,39.60784,17.64706,0.9906705,43.92157,14.325,1320.26,0,0.9921345,14.50377,1.097501,1457.737,37,57.64706,100,1.5625,63.13726,1540,0,11.71875,0.68,41,12.5,11.71875,-122.7518,45.92117,-11.39999,337,32.9013,10
