Time, Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Calculated load value (%), Engine coolant temperature (F), Engine RPM (RPM), Intake manifold absolute pressure (PSI), Intake air temperature (F), Mass air flow rate (lb/min), Absolute throttle position (%), Input voltage read by the scan tool (V), Commanded throttle actuator control (%), Accelerator pedal position E (%), Accelerator pedal position D (%), Absolute throttle position B (%), Relative throttle position (%), Fuel/Air commanded equivalence ratio, Absolute load value (%), Control module voltage (V), Catalyst temperature (Bank 1 Sensor 1) (F), Oxygen sensor 1 current wide range (mA), Oxygen sensor 1 lambda wide range (current probe), Barometric pressure (PSI), Evap system vapor pressure (PSI), Distance traveled since DTCs cleared (miles), Number of warm-ups since DTCs cleared, Fuel level input (%), Commanded evaporative purge (%), EGR error (%), Commanded EGR (%), Time since engine start (sec), Distance traveled while MIL is activated (miles), Short term fuel trim (Bank 1  Sensor 2) (%), Oxygen sensor voltage (Bank 1  Sensor 2) (V), Ignition timing advance for #1 cylinder, Long term fuel % trim - Bank 1 (%), Short term fuel % trim - Bank 1 (%), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
08/29/2013 10:36:31.3260 AM,72.70043,37.20417,37.89339,0,48.23529,177.8,3569,8.847302,80.6,2.942352,23.92157,14.4,17.64706,9.803922,19.60784,38.82353,16.47059,0.9998205,40.78431,14.325,1328,-0.015625,1.00159,14.35874,1.097501,1446.552,37,58.82353,100,0.78125,52.94118,967,0,11.71875,0.65,0,0,0,-122.6678,45.76732,59.09998,347,33.0264,10
08/29/2013 10:36:32.3319 AM,73.3218,40.75815,37.89435,1.798948,44.31372,177.8,3578,8.412189,80.6,2.701566,23.13725,14.4,16.86275,9.803922,19.60784,38.43137,15.68627,1.00287,38.43137,14.325,1325.12,-0.0234375,0.9965265,14.50377,1.097501,1446.552,37,58.82353,100,2.34375,47.05882,967,0,11.71875,0.635,43,11.71875,11.71875,-122.6678,45.76761,58.90002,347,32.7762,10
08/29/2013 10:36:33.3629 AM,73.3218,44.009,37.89535,1.666064,41.56863,177.8,3579,7.832038,80.6,2.537514,22.7451,14.4,16.07843,9.803922,19.60784,37.64706,14.90196,1.004151,36.47059,14.325,1322.06,-0.0234375,1.003084,14.50377,1.095579,1446.552,37,58.82353,100,0.78125,43.13726,967,0,11.71875,0.625,44,12.5,11.71875,-122.6679,45.76791,58.90002,347,33.71445,10
08/29/2013 10:36:34.3358 AM,73.3218,46.07921,37.89638,1.591212,39.60784,177.8,3579,7.541962,80.6,2.411829,22.35294,14.4,15.68627,9.803922,19.60784,37.64706,14.5098,0.9885965,34.11765,14.325,1319.18,-0.015625,1.000553,14.35874,1.097501,1446.552,37,58.82353,100,0.78125,38.43137,967,0,11.71875,0.6,44,12.5,11.71875,-122.668,45.76821,59,348,33.9021,10
08/29/2013 10:36:35.3378 AM,72.70043,47.92717,37.89856,1.516894,36.86274,177.8,3576,7.251887,80.6,2.290113,21.96078,14.3,14.90196,9.803922,19.60784,37.2549,13.72549,0.998204,32.54902,14.325,1316.12,0.00390625,0.9995155,14.35874,1.099422,1446.552,37,56.07843,100,1.5625,34.90196,971,0,11.71875,0.605,44,12.5,11.71875,-122.6681,45.7685,59,347,33.21405,10
08/29/2013 10:36:36.3406 AM,72.70043,49.95238,37.9,1.455395,36.47059,177.8,3571,6.961812,80.6,2.189565,21.56863,14.3,14.5098,9.803922,19.60784,36.86274,13.33333,0.996557,31.76471,14.325,1311.08,0.0078125,1.004578,14.35874,1.095579,1446.552,37,56.07843,100,1.5625,32.54902,971,0,11.71875,0.605,44,12.5,11.71875,-122.6682,45.76878,58.40002,348,33.08895,10
08/29/2013 10:36:37.3418 AM,72.70043,50.39444,37.90211,1.442628,34.90196,177.8,3568,6.671736,80.6,2.177658,21.17647,14.2,14.11765,9.803922,19.60784,36.86274,12.94118,0.9918295,30.58824,14.325,1307.66,-0.01171875,0.9946965,14.35874,1.097501,1446.552,37,56.07843,100,-3.125,30.58824,971,0,11.71875,0.6,44,12.5,11.71875,-122.6683,45.76908,58,348,33.5268,10
08/29/2013 10:36:38.3437 AM,72.70043,53.11771,37.90455,1.368667,34.11765,177.8,3566,6.526698,80.6,2.075787,21.17647,14.4,13.72549,9.803922,19.60784,36.47059,12.54902,0.9950015,29.01961,14.325,1304.06,-0.0078125,0.997533,14.35874,1.099422,1446.552,37,56.07843,100,0,28.62745,971,0,11.71875,0.595,44,12.5,11.71875,-122.6684,45.76938,59.20001,348,33.71445,10
08/29/2013 10:36:39.3458 AM,72.70043,53.62879,37.90728,1.355623,32.15686,177.8,3561,6.526698,80.6,2.05065,20.78431,14.4,13.72549,9.803922,19.60784,36.47059,12.54902,0.9928055,29.41176,14.35,1302.08,0,0.99064,14.35874,1.097501,1446.552,37,58.82353,100,0,27.84314,975,0,11.71875,0.595,44,12.5,11.71875,-122.6685,45.76967,60.5,348,33.1515,10
08/29/2013 10:36:40.3472 AM,72.70043,54.59108,37.90925,1.331727,32.94118,177.8,3569,6.38166,80.6,2.012283,20.78431,14.4,13.33333,9.803922,19.60784,36.47059,12.54902,0.9938425,28.23529,14.35,1297.58,0.0078125,0.994544,14.35874,1.095579,1446.552,37,58.82353,100,0,26.66667,975,0,11.71875,0.595,44.5,12.5,11.71875,-122.6686,45.76995,60,348,32.9013,10
08/29/2013 10:36:41.3485 AM,72.70043,55.3528,37.91192,1.313401,32.15686,177.8,3564,6.38166,80.6,1.987146,20.78431,14.4,13.33333,9.803922,19.60784,36.47059,12.15686,0.9934155,28.23529,14.35,1294.52,0,0.993873,14.50377,1.097501,1446.552,37,58.82353,100,-0.78125,25.88235,975,0,11.71875,0.595,44,12.5,11.71875,-122.6687,45.77024,59.20001,348,32.9013,10
