Time, Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Calculated load value (%), Engine coolant temperature (F), Engine RPM (RPM), Intake manifold absolute pressure (PSI), Intake air temperature (F), Mass air flow rate (lb/min), Absolute throttle position (%), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
08/28/2013 09:59:21.0910 AM,0,0,0.01096164,0.2638438,32.94118,179.6,776,5.221359,100.4,0.395577,14.11765,-122.1799,39.24041,-11.5,108,1.1259,20
08/28/2013 09:59:22.0835 AM,0,0,0.01087446,0.2323178,31.76471,179.6,789,5.366396,100.4,0.355887,13.72549,-122.1799,39.24039,-11.60001,108,0,20
08/28/2013 09:59:23.0965 AM,0,0,0.01079522,0.2224306,29.01961,179.6,762,5.076321,100.4,0.341334,13.72549,-122.1799,39.24038,-11.60001,114,2.1267,20
08/28/2013 09:59:24.0981 AM,0,0,0.010721,0.2222015,28.62745,179.6,746,5.076321,100.4,0.334719,13.33333,-122.1799,39.24037,-11.70001,119,2.68965,20
08/28/2013 09:59:25.2726 AM,0,0,0.0106341,0.2173184,28.62745,179.6,746,4.931283,100.4,0.328104,13.72549,-122.1799,39.24036,-11.79999,110,1.68885,20
08/28/2013 09:59:26.1065 AM,0,0,0.01057916,0.2053851,27.45098,179.6,746,5.076321,100.4,0.310905,13.33333,-122.1799,39.24036,-12.10001,94,1.8765,20
08/28/2013 09:59:27.1119 AM,0,0,0.01051547,0.2049254,26.66667,179.6,743,5.076321,100.4,0.310905,13.72549,-122.18,39.24032,-12.60001,80,1.3761,20
08/28/2013 09:59:28.1242 AM,0,0,0.01044345,0.2026015,26.27451,179.6,747,5.076321,100.4,0.306936,13.33333,-122.18,39.24029,-12.60001,83,0.43785,15
08/28/2013 09:59:29.1157 AM,0,0,0.01038431,0.2021352,26.66667,179.6,745,5.076321,102.2,0.306936,13.33333,-122.18,39.24026,-12.60001,83,0,15
08/28/2013 09:59:30.1226 AM,0,0,0.0103145,0.208279,27.45098,179.6,749,5.076321,102.2,0.316197,13.33333,-122.18,39.24026,-12.60001,83,0,15
08/28/2013 09:59:31.2387 AM,0,0,0.01024528,0.1607481,26.27451,179.6,770,4.786245,100.4,0.243432,12.94118,-122.18,39.24026,-12.60001,83,0,15
08/28/2013 09:59:32.2086 AM,0,0,0.01020625,0.1267337,17.2549,179.6,713,3.916019,100.4,0.194481,12.54902,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:33.1593 AM,0,0,0.0101669,0.1363617,18.43137,179.6,696,3.770981,102.2,0.206388,12.54902,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:34.1496 AM,0,0,0.0101294,0.1385401,18.03922,179.6,685,3.770981,102.2,0.207711,12.54902,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:35.1481 AM,0,0,0.01008856,0.1340304,18.43137,179.6,702,3.770981,102.2,0.202419,12.54902,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:36.1519 AM,0,0,0.01004763,0.1288888,18.82353,179.6,689,3.770981,102.2,0.195804,12.54902,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:37.1596 AM,0,0,0.01000698,0.1356301,18.82353,179.6,701,3.770981,102.2,0.206388,12.54902,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:38.2598 AM,0,0,0.009965502,0.1334523,18.43137,179.6,693,3.770981,102.2,0.202419,12.54902,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:39.1863 AM,0,0,0.009933192,0.1332432,19.21569,179.6,714,4.351132,102.2,0.202419,14.11765,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:40.1904 AM,0,0,0.009857557,0.2740508,35.29412,179.6,790,5.511434,102.2,0.415422,14.11765,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:41.2044 AM,0,0,0.009786619,0.216371,28.23529,179.6,780,5.221359,100.4,0.33075,13.72549,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:42.1791 AM,0,0,0.009730669,0.2143265,28.23529,179.6,750,5.076321,100.4,0.325458,13.33333,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:43.1824 AM,0,0,0.009668305,0.218669,28.62745,179.6,748,4.931283,100.4,0.33075,13.33333,-122.18,39.24026,-12.60001,83,0,10
08/28/2013 09:59:44.1884 AM,0,0,0.009609985,0.2163946,28.23529,179.6,752,5.076321,100.4,0.328104,13.33333,-122.18,39.24021,-14.60001,104,1.7514,10
08/28/2013 09:59:45.1892 AM,0,0,0.009555608,0.2097119,27.84314,179.6,747,5.076321,100.4,0.318843,13.72549,-122.18,39.2402,-14.60001,116,1.56375,10
08/28/2013 09:59:46.1984 AM,0,0,0.009496715,0.2075937,26.27451,179.6,748,5.076321,102.2,0.316197,13.33333,-122.18,39.2402,-14.60001,124,1.18845,10
08/28/2013 09:59:47.1972 AM,0,0,0.00944298,0.2054373,27.05882,179.6,747,5.076321,102.2,0.313551,13.33333,-122.18,39.24019,-14.60001,129,0.7506,10
08/28/2013 09:59:49.1385 AM,0,0,0.009343526,0.2040878,26.66667,179.6,747,5.076321,102.2,0.310905,13.72549,-122.18,39.24018,-14.20001,129,0,10
08/28/2013 09:59:50.2027 AM,0,0,0.009298258,0.1468782,20.78431,179.6,736,4.351132,102.2,0.223587,12.54902,-122.18,39.24018,-14.20001,129,0,10
08/28/2013 09:59:51.1714 AM,0,0,0.0092626,0.1203433,16.86275,179.6,707,3.770981,102.2,0.183897,12.54902,-122.18,39.24018,-14.20001,129,0,10
08/28/2013 09:59:52.1504 AM,0,0,0.009230578,0.1288846,18.82353,179.6,688,3.770981,102.2,0.194481,12.54902,-122.18,39.24021,-14,81,1.6263,10
08/28/2013 09:59:53.1523 AM,0,0,0.009197558,0.1308879,18.82353,179.6,695,3.770981,102.2,0.19845,12.54902,-122.18,39.24023,-14.20001,45,2.1267,10
08/28/2013 09:59:54.1927 AM,0,0,0.009163778,0.1359436,19.21569,179.6,698,3.770981,102.2,0.206388,12.54902,-122.18,39.24025,-14.20001,316,3.06495,10
08/28/2013 09:59:55.2750 AM,0,0,0.009130162,0.136023,19.21569,179.6,696,3.770981,102.2,0.206388,12.54902,-122.1801,39.24027,-14.10001,315,3.44025,10
08/28/2013 09:59:56.1649 AM,0,0,0.009099131,0.1356677,18.03922,179.6,695,3.770981,102.2,0.206388,12.54902,-122.1801,39.24027,-14,310,2.0016,10
08/28/2013 09:59:57.1568 AM,0,0,0.00906676,0.1335817,18.82353,179.6,691,3.770981,102.2,0.203742,12.54902,-122.1801,39.24027,-14,301,0.6255,10
08/28/2013 09:59:58.1580 AM,0,0,0.00902457,0.2426738,32.15686,179.6,790,5.221359,102.2,0.369117,14.11765,-122.1801,39.24026,-14.10001,307,0.06255,10
08/28/2013 09:59:59.1949 AM,0,0,0.008957095,0.2655374,30.58824,179.6,789,5.511434,102.2,0.407484,14.11765,-122.1801,39.24026,-14.29999,307,0,10
08/28/2013 10:00:00.2323 AM,0,0,0.008903552,0.2229976,29.41176,179.6,766,5.076321,102.2,0.341334,13.72549,-122.1801,39.24026,-14.29999,307,0,10
08/28/2013 10:00:01.1624 AM,0,0,0.008859282,0.2043901,26.66667,179.6,743,5.076321,102.2,0.310905,13.33333,-122.1801,39.24026,-14.29999,307,0,10
08/28/2013 10:00:02.1659 AM,0,0,0.008810423,0.2182067,28.62745,179.6,748,4.931283,102.2,0.33075,13.72549,-122.1801,39.24026,-14.29999,307,0,10
08/28/2013 10:00:03.2094 AM,0,0,0.008760237,0.217376,28.62745,179.6,747,5.076321,102.2,0.33075,13.33333,-122.1801,39.24026,-14.29999,307,0,10
08/28/2013 10:00:04.1913 AM,0,0,0.008713969,0.2139705,27.84314,179.6,753,4.931283,102.2,0.325458,13.33333,-122.1801,39.24026,-14.29999,307,0,10
08/28/2013 10:00:05.2111 AM,0,0,0.008662716,0.2131662,27.84314,179.6,747,4.931283,102.2,0.325458,13.33333,-122.18,39.24021,-14.39999,253,2.68965,10
08/28/2013 10:00:06.2556 AM,0,0,0.008615882,0.2097119,27.45098,179.6,749,4.931283,102.2,0.318843,13.33333,-122.18,39.2402,-14.39999,217,2.43945,10
08/28/2013 10:00:07.1866 AM,0,0,0.008575914,0.2090596,27.45098,179.6,751,5.076321,102.2,0.318843,13.33333,-122.18,39.24018,-14.29999,203,2.68965,10
08/28/2013 10:00:08.1857 AM,0,0,0.00852921,0.1563274,27.05882,179.6,768,4.786245,102.2,0.23814,12.94118,-122.18,39.24018,-14.10001,194,1.8765,10
08/28/2013 10:00:09.1773 AM,0,0,0.008502092,0.1275959,17.2549,179.6,729,3.770981,102.2,0.195804,12.54902,-122.1801,39.24019,-13.89999,189,0.68805,10
08/28/2013 10:00:10.1860 AM,0,0,0.008476366,0.135166,16.86275,179.6,694,3.770981,102.2,0.206388,12.54902,-122.1801,39.24019,-13.39999,176,0.18765,10
08/28/2013 10:00:11.1839 AM,0,0,0.008447459,0.1314707,18.43137,179.6,690,3.770981,102.2,0.19845,12.54902,-122.18,39.24021,-13.29999,176,0,10
08/28/2013 10:00:12.1864 AM,0,0,0.008422691,0.1287699,18.82353,179.6,692,3.770981,102.2,0.195804,12.54902,-122.18,39.24021,-13.29999,176,0,10
08/28/2013 10:00:13.2059 AM,0,0,0.00839467,0.1311813,19.21569,179.6,692,3.770981,102.2,0.19845,12.54902,-122.18,39.24021,-13.29999,176,0,10
08/28/2013 10:00:14.1954 AM,0,0,0.00836918,0.13359,18.82353,179.6,695,3.770981,102.2,0.203742,12.54902,-122.18,39.24021,-13.29999,176,0,10
08/28/2013 10:00:15.1916 AM,0,0,0.008339901,0.1346142,18.43137,179.6,700,3.770981,102.2,0.206388,12.54902,-122.18,39.24021,-13.29999,176,0,10
08/28/2013 10:00:17.1067 AM,0,0,0.008274727,0.2719135,32.94118,179.6,781,5.366396,102.2,0.415422,14.11765,-122.18,39.24021,-13.29999,176,0,10
08/28/2013 10:00:18.1047 AM,0,0,0.008228461,0.2474325,30.58824,179.6,797,5.366396,102.2,0.379701,13.72549,-122.18,39.24021,-13.29999,176,0,10
08/28/2013 10:00:19.0998 AM,0,0,0.008177121,0.2224306,29.41176,179.6,765,5.076321,102.2,0.341334,13.72549,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:20.1708 AM,0,0,0.008139515,0.2156436,28.62745,179.6,741,4.931283,102.2,0.328104,13.33333,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:21.1416 AM,0,0,0.008099387,0.2106419,27.84314,179.6,749,5.076321,102.2,0.318843,13.33333,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:22.1726 AM,0,0,0.008052733,0.2065305,27.45098,179.6,755,4.931283,102.2,0.316197,13.33333,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:23.1469 AM,0,0,0.008023916,0.2090273,27.45098,179.6,745,5.076321,102.2,0.318843,13.33333,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:24.1578 AM,0,0,0.007977342,0.2062358,27.05882,179.6,752,5.076321,102.2,0.316197,13.72549,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:25.1481 AM,0,0,0.007952925,0.2083169,27.05882,179.6,747,5.076321,102.2,0.318843,13.72549,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:26.1529 AM,0,0,0.007904908,0.2031054,27.05882,179.6,749,5.076321,102.2,0.310905,13.33333,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:27.1636 AM,0,0,0.007868099,0.148642,25.88235,179.6,769,4.641208,102.2,0.227556,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:28.1544 AM,0,0,0.007851974,0.1250095,17.64706,179.6,707,3.770981,102.2,0.191835,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:29.1573 AM,0,0,0.007824452,0.1300397,18.82353,179.6,700,3.770981,102.2,0.19845,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:30.1728 AM,0,0,0.007804903,0.1314772,18.03922,179.6,694,3.770981,102.2,0.199773,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:31.1871 AM,0,0,0.007783183,0.1264861,18.82353,179.6,693,3.770981,102.2,0.191835,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:32.1784 AM,0,0,0.007757716,0.1279825,19.21569,179.6,693,3.770981,102.2,0.194481,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:33.1773 AM,0,0,0.007730681,0.127108,18.82353,179.6,703,3.770981,102.2,0.194481,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:34.1803 AM,0,0,0.007705416,0.1306436,18.03922,179.6,693,3.770981,102.2,0.199773,12.54902,-122.18,39.24021,-13.29999,176,0,5
08/28/2013 10:00:35.1844 AM,0,0,0.007682614,0.1247378,18.03922,179.6,695,3.770981,102.2,0.190512,12.54902,-122.18,39.24021,-13.29999,176,0,5
