Time, Vehicle speed (MPH), Instant fuel economy (MPG), Total fuel economy (MPG), Fuel rate (gal/hr), Calculated load value (%), Engine coolant temperature (F), Engine RPM (RPM), Intake manifold absolute pressure (PSI), Intake air temperature (F), Mass air flow rate (lb/min), Absolute throttle position (%), Input voltage read by the scan tool (V), Commanded throttle actuator control (%), Accelerator pedal position E (%), Accelerator pedal position D (%), Absolute throttle position B (%), Relative throttle position (%), Fuel/Air commanded equivalence ratio, Absolute load value (%), Control module voltage (V), Catalyst temperature (Bank 1 Sensor 1) (F), Oxygen sensor 1 current wide range (mA), Oxygen sensor 1 lambda wide range (current probe), Barometric pressure (PSI), Evap system vapor pressure (PSI), Distance traveled since DTCs cleared (miles), Number of warm-ups since DTCs cleared, Fuel level input (%), Commanded evaporative purge (%), EGR error (%), Commanded EGR (%), Time since engine start (sec), Distance traveled while MIL is activated (miles), Short term fuel trim (Bank 1  Sensor 2) (%), Oxygen sensor voltage (Bank 1  Sensor 2) (V), Ignition timing advance for #1 cylinder, Long term fuel % trim - Bank 1 (%), Short term fuel % trim - Bank 1 (%), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
09/06/2013 05:42:02.3516 PM,82.021,31.64033,37.743,2.592293,66.27451,181.4,4025,9.427453,95,3.930633,29.41176,14.3,26.66667,9.803922,19.60784,43.52941,24.70588,0.991433,49.01961,14.275,1409.18,0,0.994422,12.32821,1.114869,3484.65,51,82.35294,100,0,63.52941,3157,0,13.28125,0.67,37.5,13.28125,13.28125,-116.6177,40.67953,1382.9,249,37.34235,5
09/06/2013 05:42:03.2815 PM,82.021,31.3298,37.74264,2.617986,64.70588,181.4,4023,9.572491,95,3.970323,29.41176,14.3,26.66667,9.803922,19.60784,43.52941,24.31373,0.9918905,49.80392,14.275,1409,0,0.9921955,12.32821,1.114869,3484.65,51,82.35294,100,-0.78125,63.52941,3157,0,13.28125,0.67,37.5,13.28125,13.28125,-116.6181,40.6794,1382.5,249,37.59255,5
09/06/2013 05:42:04.2861 PM,82.021,31.9925,37.74233,2.563757,65.4902,181.4,4017,9.572491,95,3.892266,29.41176,14.2,26.27451,9.803922,19.60784,43.52941,24.31373,0.9921345,49.80392,14.275,1408.82,0.00390625,0.9921345,12.32821,1.110989,3484.65,51,82.35294,100,0.78125,63.13726,3157,0,13.28125,0.67,37.5,13.28125,13.28125,-116.6186,40.67928,1382.4,250,38.21805,5
09/06/2013 05:42:05.2853 PM,82.021,31.84588,37.74203,2.575561,65.09804,181.4,4014,9.427453,95,3.910788,29.41176,14.2,26.27451,9.803922,19.60784,43.52941,24.31373,0.993446,49.80392,14.25,1408.64,0,0.99308,12.32821,1.114869,3485.271,51,92.15686,100,0,63.52941,3161,0,13.28125,0.67,37.5,13.28125,13.28125,-116.619,40.67916,1382.7,249,37.9053,5
09/06/2013 05:42:06.2859 PM,82.021,31.87038,37.74174,2.573581,64.70588,181.4,4017,9.427453,95,3.910788,29.41176,14.4,26.27451,9.803922,19.60784,43.13726,24.31373,0.994605,49.01961,14.25,1408.1,-0.0078125,0.9969535,12.32821,1.110989,3485.271,51,92.15686,100,2.34375,62.35294,3161,0,13.28125,0.67,37.5,13.28125,13.28125,-116.6194,40.67905,1383.1,250,37.6551,5
09/06/2013 05:42:07.2884 PM,82.021,32.45007,37.74148,2.527606,63.92157,181.4,4017,9.282415,95,3.835377,29.01961,14.3,25.88235,9.803922,19.60784,43.13726,23.92157,0.991616,48.62745,14.25,1407.56,0.00390625,0.991372,12.32821,1.110989,3485.271,51,92.15686,100,0,60.39216,3161,0,13.28125,0.67,37.5,13.28125,13.28125,-116.6198,40.67893,1382.1,250,37.53,5
09/06/2013 05:42:08.2932 PM,82.021,32.55581,37.74122,2.519397,63.92157,181.4,4025,9.137378,95,3.815532,29.01961,14,25.88235,9.803922,19.60784,43.13726,23.92157,0.994239,48.62745,14.25,1406.66,-0.01171875,0.989908,12.32821,1.110989,3485.271,51,92.15686,100,0,60,3161,0,13.28125,0.675,38,13.28125,13.28125,-116.6202,40.67881,1381.6,250,37.34235,10
09/06/2013 05:42:09.2924 PM,82.021,31.46496,37.74095,2.606741,66.27451,181.4,4010,9.572491,93.2,3.950478,29.41176,14.1,26.27451,9.803922,19.60784,43.52941,24.31373,0.993629,49.01961,14.125,1406.12,-0.00390625,0.996008,12.32821,1.109067,3485.271,51,92.15686,100,-0.78125,63.13726,3165,0,13.28125,0.67,37.5,13.28125,13.28125,-116.6206,40.6787,1383.8,250,37.4049,10
09/06/2013 05:42:10.2949 PM,82.021,31.25656,37.74071,2.624121,67.05882,181.4,4004,9.862566,93.2,3.990168,30.19608,14.1,27.45098,9.803922,19.60784,43.92157,25.09804,0.9927445,50.98039,14.125,1406.48,0.0078125,0.990213,12.32821,1.109067,3485.271,51,92.15686,100,0,65.88235,3165,0,13.28125,0.67,37,13.28125,13.28125,-116.621,40.67858,1385,250,37.46745,10
09/06/2013 05:42:11.2961 PM,82.021,30.72454,37.74035,2.66956,67.84314,181.4,4004,9.862566,93.2,4.051026,30.19608,14.2,27.84314,9.803922,19.60784,43.92157,25.4902,0.990579,50.98039,14.125,1407.38,-0.00390625,0.996435,12.32821,1.114869,3485.271,51,92.15686,100,0,66.66666,3165,0,13.28125,0.665,36.5,13.28125,13.28125,-116.6214,40.67846,1385.1,250,37.2798,10
09/06/2013 05:42:12.2990 PM,82.021,30.40494,37.73996,2.697621,67.84314,181.4,4006,9.862566,95,4.090716,30.58824,14.1,28.23529,9.803922,19.60784,44.31372,25.88235,0.992592,51.76471,14.125,1408.64,-0.00390625,0.9939645,12.32821,1.116791,3485.271,51,92.15686,100,0,67.84314,3165,0,13.28125,0.67,36,13.28125,13.28125,-116.6218,40.67835,1384.9,249,37.1547,5
09/06/2013 05:42:13.3040 PM,82.021,30.24329,37.73963,2.71204,68.62745,181.4,4006,10.0076,95,4.110561,30.98039,14.2,28.62745,9.803922,19.60784,44.70588,26.66667,0.99369,52.15686,14.125,1411.16,0.00390625,0.992836,12.32821,1.116791,3485.271,51,89.01961,100,0,69.41177,3169,0,13.28125,0.675,35.5,13.28125,13.28125,-116.6223,40.67823,1385.5,249,37.2798,5
09/06/2013 05:42:14.3027 PM,82.021,29.89771,37.73915,2.743388,69.41177,181.4,4010,10.0076,95,4.151574,30.98039,14.3,29.01961,9.803922,19.60784,44.70588,26.66667,0.9929885,52.94118,14.125,1412.06,0.00390625,0.991921,12.32821,1.118712,3485.271,51,89.01961,100,0.78125,70.19608,3169,0,13.28125,0.675,35,13.28125,13.28125,-116.6227,40.6781,1386.1,249,37.1547,5
