Time, Vehicle speed (MPH), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
08/28/2013 07:35:41.4646 AM,13.04879,-122.4727,37.78617,4.399994,347,2.31435,10
08/28/2013 07:35:42.4636 AM,16.77702,-122.4727,37.7862,3.799988,357,4.0032,10
08/28/2013 07:35:43.5771 AM,19.26251,-122.4727,37.78625,4.399994,351,4.7538,10
08/28/2013 07:35:44.4682 AM,23.6121,-122.4727,37.78633,5.399994,356,7.19325,10
08/28/2013 07:35:45.4881 AM,28.58307,-122.4727,37.78643,6.5,3,10.19565,10
08/28/2013 07:35:46.5084 AM,33.55404,-122.4726,37.78657,6,7,13.19805,10
08/28/2013 07:35:47.4892 AM,36.6609,-122.4726,37.78674,5.200012,10,15.6375,10
08/28/2013 07:35:48.4908 AM,38.52501,-122.4726,37.78689,5.399994,8,16.95105,10
08/28/2013 07:35:49.4919 AM,41.63187,-122.4725,37.78706,4.299988,12,17.1387,10
08/28/2013 07:35:50.4939 AM,44.11736,-122.4724,37.78722,4.299988,14,18.1395,10
08/28/2013 07:35:51.4971 AM,44.11736,-122.4724,37.7874,3,15,18.57735,10
08/28/2013 07:35:52.4973 AM,44.11736,-122.4723,37.78757,0.7999878,19,18.70245,10
08/28/2013 07:35:53.5308 AM,44.11736,-122.4722,37.78774,1.200012,21,19.95345,10
08/28/2013 07:35:54.5079 AM,44.11736,-122.4721,37.7879,2.600006,22,19.95345,10
08/28/2013 07:35:55.5085 AM,45.3601,-122.472,37.78806,3.5,23,19.70325,10
08/28/2013 07:35:56.5106 AM,46.60284,-122.472,37.78823,2.899994,25,20.3913,10
08/28/2013 07:35:57.5117 AM,47.22421,-122.4718,37.7884,3.899994,27,21.32955,10
08/28/2013 07:35:58.5492 AM,47.22421,-122.4717,37.78857,4.799988,31,22.0176,10
08/28/2013 07:36:00.4162 AM,46.60284,-122.4715,37.7889,4.600006,34,22.3929,10
08/28/2013 07:36:01.5182 AM,46.60284,-122.4713,37.78907,4.799988,32,21.07935,10
08/28/2013 07:36:02.5214 AM,47.84558,-122.4712,37.78923,5.100006,31,20.7666,10
08/28/2013 07:36:04.5067 AM,47.84558,-122.471,37.78954,6.5,33,19.6407,10
08/28/2013 07:36:05.5092 AM,47.22421,-122.4708,37.78971,6.5,29,20.6415,10
08/28/2013 07:36:07.4958 AM,46.60284,-122.4706,37.79005,7.5,28,20.82915,10
08/28/2013 07:36:08.4023 AM,45.98147,-122.4705,37.79021,8.799988,27,20.57895,10
08/28/2013 07:36:09.4091 AM,44.73873,-122.4704,37.79039,10.79999,25,20.82915,10
08/28/2013 07:36:10.5088 AM,44.11736,-122.4703,37.79055,12.40002,28,20.3913,10
08/28/2013 07:36:11.4098 AM,43.49598,-122.4702,37.79072,13.90002,27,20.6415,10
08/28/2013 07:36:12.4179 AM,43.49598,-122.4701,37.79088,16.40002,26,20.5164,10
08/28/2013 07:36:13.4733 AM,43.49598,-122.47,37.79105,19.5,23,20.57895,10
08/28/2013 07:36:14.4179 AM,44.11736,-122.4699,37.79121,21.5,18,19.70325,10
08/28/2013 07:36:15.4176 AM,44.73873,-122.4698,37.79138,23.59998,16,20.20365,10
08/28/2013 07:36:16.4204 AM,44.73873,-122.4697,37.79156,24.90002,15,19.82835,10
08/28/2013 07:36:17.4216 AM,44.73873,-122.4697,37.79173,25.20001,13,19.95345,10
08/28/2013 07:36:18.4236 AM,44.73873,-122.4696,37.7919,25.70001,10,20.20365,10
08/28/2013 07:36:19.4591 AM,43.49598,-122.4696,37.79208,26.09998,8,20.016,5
08/28/2013 07:36:20.4345 AM,43.49598,-122.4696,37.79226,27.09998,5,19.6407,5
08/28/2013 07:36:21.4339 AM,42.25324,-122.4696,37.79244,27.90002,3,19.5156,5
08/28/2013 07:36:22.4369 AM,42.25324,-122.4696,37.79261,28.79999,1,19.32795,5
08/28/2013 07:36:23.4403 AM,42.87461,-122.4696,37.79279,28.40002,358,19.45305,5
08/28/2013 07:36:53.3139 AM,44.11736,-122.4695,37.79789,35.09998,0,19.32795,10
08/28/2013 07:36:54.4172 AM,44.11736,-122.4694,37.79804,29.20001,0,20.016,10
08/28/2013 07:36:55.4461 AM,44.73873,-122.4694,37.79827,24.59998,2,19.95345,10
08/28/2013 07:36:56.4074 AM,44.73873,-122.4694,37.79845,26.59998,2,19.7658,15
08/28/2013 07:36:57.5080 AM,44.73873,-122.4694,37.79863,27.79999,359,20.70405,15
08/28/2013 07:36:58.5141 AM,45.3601,-122.4694,37.79882,27.70001,359,20.70405,15
08/28/2013 07:36:59.5171 AM,45.3601,-122.4694,37.79901,27.79999,0,20.3913,15
08/28/2013 07:37:00.5161 AM,45.3601,-122.4694,37.79919,26.79999,1,20.45385,10
08/28/2013 07:37:01.5180 AM,46.60284,-122.4694,37.79939,26.70001,359,19.8909,10
08/28/2013 07:37:02.5204 AM,47.22421,-122.4694,37.79957,25.59998,359,20.07855,10
08/28/2013 07:37:04.4042 AM,47.84558,-122.4694,37.79996,23.20001,359,21.95505,10
08/28/2013 07:37:05.4064 AM,48.46695,-122.4695,37.80017,21.90002,358,22.83075,10
08/28/2013 07:37:06.4168 AM,48.46695,-122.4695,37.80037,18.70001,0,22.20525,10
08/28/2013 07:37:07.5138 AM,48.46695,-122.4694,37.80056,17.09998,0,21.8925,10
08/28/2013 07:37:08.5144 AM,48.46695,-122.4694,37.80076,14.70001,0,22.518,10
08/28/2013 07:37:10.5131 AM,47.84558,-122.4694,37.80116,12.40002,0,22.2678,10
08/28/2013 07:37:11.5146 AM,47.84558,-122.4694,37.80136,11.60001,0,22.08015,10
08/28/2013 07:37:12.5169 AM,47.84558,-122.4694,37.80156,10.89999,1,22.08015,10
08/28/2013 07:37:13.5230 AM,48.46695,-122.4694,37.80176,10,1,22.2678,10
08/28/2013 07:37:14.5227 AM,47.84558,-122.4694,37.80196,9.700012,2,23.08095,10
08/28/2013 07:37:15.5239 AM,47.84558,-122.4694,37.80216,10.10001,2,22.518,10
08/28/2013 07:37:16.5265 AM,47.84558,-122.4694,37.80236,10.5,1,21.82995,10
08/28/2013 07:37:18.4363 AM,47.22421,-122.4694,37.80275,8.700012,1,21.6423,10
08/28/2013 07:37:19.4873 AM,45.3601,-122.4694,37.80294,8.200012,358,20.95425,10
08/28/2013 07:37:20.4924 AM,44.11736,-122.4694,37.80313,7.700012,0,20.82915,10
08/28/2013 07:37:21.4963 AM,42.87461,-122.4694,37.80331,9,347,19.7658,10
08/28/2013 07:37:22.4959 AM,41.0105,-122.4695,37.80347,11.20001,340,19.3905,10
08/28/2013 07:37:23.5030 AM,40.38913,-122.4696,37.80363,12,332,18.70245,10
08/28/2013 07:37:24.5028 AM,41.0105,-122.4697,37.80376,12.79999,325,17.70165,10
08/28/2013 07:37:25.5060 AM,41.0105,-122.4699,37.80389,14.79999,318,18.07695,10
08/28/2013 07:37:26.5111 AM,41.0105,-122.47,37.804,15.59998,312,18.07695,10
08/28/2013 07:37:27.5126 AM,40.38913,-122.4702,37.8041,17,308,18.32715,10
08/28/2013 07:37:28.5186 AM,41.0105,-122.4704,37.80418,18.20001,299,18.20205,10
08/28/2013 07:37:29.5658 AM,42.25324,-122.4706,37.80426,18.40002,292,18.6399,10
08/28/2013 07:37:30.5244 AM,42.87461,-122.4708,37.80431,18.5,287,19.20285,10
08/28/2013 07:37:31.5215 AM,42.87461,-122.471,37.80434,18.5,284,19.2654,5
08/28/2013 07:37:32.5254 AM,42.25324,-122.4712,37.80438,18.90002,284,19.20285,5
08/28/2013 07:37:34.4056 AM,39.14639,-122.4716,37.80445,19.70001,284,18.2646,5
08/28/2013 07:37:35.5079 AM,36.6609,-122.4718,37.80449,20.29999,284,17.70165,5
08/28/2013 07:37:37.5046 AM,34.17542,-122.4722,37.80457,20.79999,287,15.82515,5
08/28/2013 07:37:38.5057 AM,34.79679,-122.4724,37.80462,21.79999,293,15.70005,5
08/28/2013 07:37:39.5112 AM,34.17542,-122.4725,37.80468,21.5,300,15.82515,5
08/28/2013 07:37:41.4108 AM,36.6609,-122.4728,37.80486,22.09998,313,16.20045,5
08/28/2013 07:37:42.5111 AM,39.14639,-122.473,37.80497,23,318,16.95105,5
08/28/2013 07:37:43.5122 AM,41.0105,-122.4731,37.80508,22.90002,319,17.70165,5
08/28/2013 07:37:45.5092 AM,42.25324,-122.4734,37.80534,22.59998,319,19.1403,5
08/28/2013 07:37:46.5113 AM,42.25324,-122.4735,37.80547,22.5,318,19.07775,5
08/28/2013 07:37:47.5150 AM,42.87461,-122.4737,37.80561,21.70001,319,19.45305,5
08/28/2013 07:37:48.5156 AM,43.49598,-122.4738,37.80574,20.79999,318,19.20285,5
08/28/2013 07:37:49.5175 AM,43.49598,-122.474,37.80587,21.09998,319,19.5156,5
08/28/2013 07:37:50.5231 AM,43.49598,-122.4741,37.806,21.70001,321,18.82755,5
08/28/2013 07:37:51.5232 AM,42.87461,-122.4742,37.80613,22.29999,322,18.0144,5
08/28/2013 07:37:52.5273 AM,42.25324,-122.4744,37.80626,22.20001,322,17.7642,5
08/28/2013 07:37:54.5267 AM,43.49598,-122.4746,37.80651,21.79999,321,16.8885,5
08/28/2013 07:37:55.5277 AM,43.49598,-122.4747,37.80666,22.90002,322,18.8901,10
08/28/2013 07:37:56.5304 AM,42.87461,-122.4748,37.8068,24.59998,325,19.3905,10
08/28/2013 07:37:57.5357 AM,41.63187,-122.475,37.80693,26,324,19.45305,10
08/28/2013 07:37:58.4387 AM,40.38913,-122.4751,37.80708,27,323,18.70245,10
08/28/2013 07:37:59.4389 AM,39.14639,-122.4752,37.80721,27.20001,323,17.7642,10
08/28/2013 07:38:00.4410 AM,37.90364,-122.4754,37.80732,28.09998,319,17.2638,10
08/28/2013 07:38:01.5220 AM,39.14639,-122.4755,37.80744,28.59998,317,17.45145,10
08/28/2013 07:38:02.5210 AM,40.38913,-122.4757,37.80754,28.79999,312,17.95185,10
08/28/2013 07:38:03.5205 AM,42.87461,-122.4758,37.80766,28.90002,308,18.2646,5
08/28/2013 07:38:04.5216 AM,42.87461,-122.476,37.80776,28.5,307,19.1403,5
08/28/2013 07:38:06.4201 AM,43.49598,-122.4763,37.80799,29.70001,312,20.1411,5
08/28/2013 07:38:07.5334 AM,43.49598,-122.4765,37.80813,30.09998,315,20.07855,5
08/28/2013 07:38:09.5279 AM,44.11736,-122.4768,37.80841,32.40002,321,20.3913,5
08/28/2013 07:38:10.5295 AM,44.11736,-122.4769,37.80856,33.5,326,20.2662,5
08/28/2013 07:38:11.5307 AM,44.11736,-122.477,37.80872,35,330,19.8909,5
08/28/2013 07:38:12.5324 AM,45.3601,-122.4771,37.80888,35.79999,334,19.8909,5
08/28/2013 07:38:13.5340 AM,45.3601,-122.4772,37.80906,36.20001,339,20.3913,5
08/28/2013 07:38:14.5405 AM,45.98147,-122.4773,37.80924,36,344,20.7666,5
08/28/2013 07:38:16.4380 AM,45.3601,-122.4774,37.80962,35.70001,352,21.0168,5
08/28/2013 07:38:17.4395 AM,44.11736,-122.4774,37.80982,36,355,20.5164,5
08/28/2013 07:38:18.4412 AM,43.49598,-122.4774,37.81,36.79999,355,19.82835,5
08/28/2013 07:38:19.5015 AM,43.49598,-122.4774,37.81018,37.29999,354,19.3905,5
08/28/2013 07:38:20.4478 AM,44.11736,-122.4774,37.81035,37.70001,354,19.57815,5
08/28/2013 07:38:21.4368 AM,44.73873,-122.4775,37.81053,38,355,20.07855,5
08/28/2013 07:38:22.4377 AM,46.60284,-122.4775,37.81071,38.90002,355,20.5164,5
08/28/2013 07:38:23.5385 AM,47.84558,-122.4775,37.81089,39.70001,355,20.95425,5
08/28/2013 07:38:24.5399 AM,48.46695,-122.4775,37.81108,40.5,355,21.5172,5
08/28/2013 07:38:25.5635 AM,48.46695,-122.4776,37.81128,41.29999,355,22.0176,5
08/28/2013 07:38:27.4402 AM,48.46695,-122.4776,37.81168,42.79999,354,21.8925,5
08/28/2013 07:38:28.4496 AM,48.46695,-122.4776,37.81187,43.20001,355,21.70485,5
08/28/2013 07:38:29.4585 AM,47.84558,-122.4776,37.81207,43.40002,354,21.5172,5
08/28/2013 07:38:30.4487 AM,46.60284,-122.4777,37.81226,43.90002,354,21.267,5
08/28/2013 07:38:31.5105 AM,45.3601,-122.4777,37.81245,44.09998,354,20.8917,5
08/28/2013 07:38:32.5144 AM,45.98147,-122.4777,37.81263,44.59998,354,20.57895,5
08/28/2013 07:38:33.5140 AM,45.98147,-122.4777,37.81282,45,354,20.7666,5
08/28/2013 07:38:34.5154 AM,45.98147,-122.4778,37.81301,45.20001,355,20.82915,5
08/28/2013 07:38:35.5159 AM,44.73873,-122.4778,37.8132,45.09998,355,20.70405,5
08/28/2013 07:38:36.5178 AM,44.73873,-122.4778,37.81338,45.09998,355,20.2662,5
08/28/2013 07:38:37.5450 AM,44.73873,-122.4778,37.81356,45.59998,355,20.20365,5
08/28/2013 07:38:39.4454 AM,45.3601,-122.4778,37.81393,46.20001,355,20.70405,5
08/28/2013 07:38:40.4441 AM,45.3601,-122.4779,37.81411,46.5,354,20.32875,5
08/28/2013 07:38:41.4472 AM,44.73873,-122.4779,37.81429,46.5,355,19.7658,5
08/28/2013 07:38:42.4486 AM,44.73873,-122.4779,37.81448,46.79999,355,20.07855,5
08/28/2013 07:38:43.5245 AM,44.73873,-122.4779,37.81466,46.79999,355,20.2662,5
08/28/2013 07:38:44.5343 AM,45.3601,-122.4779,37.81484,47,355,20.32875,5
08/28/2013 07:38:45.5269 AM,45.3601,-122.4779,37.81503,47,355,20.45385,5
08/28/2013 07:38:46.5284 AM,45.98147,-122.478,37.81521,47.20001,355,20.45385,5
08/28/2013 07:38:47.5297 AM,45.98147,-122.478,37.8154,47.40002,355,20.8917,5
08/28/2013 07:38:48.5414 AM,45.98147,-122.478,37.81559,47.70001,355,21.0168,5
08/28/2013 07:38:49.5351 AM,45.98147,-122.478,37.81578,47.59998,355,20.95425,5
08/28/2013 07:38:50.5399 AM,45.3601,-122.478,37.81597,47.59998,355,20.6415,5
08/28/2013 07:38:51.4391 AM,44.73873,-122.4781,37.81615,47.70001,355,20.45385,5
08/28/2013 07:38:52.4372 AM,44.11736,-122.4781,37.81633,47.59998,355,20.20365,5
08/28/2013 07:38:53.4449 AM,44.73873,-122.4781,37.81651,48,355,20.1411,5
08/28/2013 07:38:54.4476 AM,44.73873,-122.4781,37.8167,48.40002,355,20.1411,5
08/28/2013 07:38:55.5700 AM,44.73873,-122.4781,37.81688,48.79999,355,20.2662,5
08/28/2013 07:38:57.4373 AM,44.73873,-122.4782,37.81724,49.79999,354,20.45385,5
08/28/2013 07:38:58.4390 AM,44.73873,-122.4782,37.81742,50.40002,353,20.32875,5
08/28/2013 07:38:59.4428 AM,45.3601,-122.4782,37.81761,50.90002,354,20.5164,5
08/28/2013 07:39:00.4423 AM,45.98147,-122.4783,37.81779,51.5,354,20.70405,5
08/28/2013 07:39:01.5047 AM,45.98147,-122.4783,37.81798,51.79999,355,20.5164,5
08/28/2013 07:39:02.5069 AM,46.60284,-122.4783,37.81816,52,354,21.1419,5
08/28/2013 07:39:03.5090 AM,47.22421,-122.4783,37.81836,52,355,21.267,5
08/28/2013 07:39:04.5104 AM,47.84558,-122.4784,37.81855,52,355,21.6423,5
08/28/2013 07:39:05.5170 AM,47.84558,-122.4784,37.81874,51.70001,355,21.57975,5
08/28/2013 07:39:06.5218 AM,47.22421,-122.4784,37.81894,51.70001,355,21.45465,5
08/28/2013 07:39:07.5405 AM,47.84558,-122.4784,37.81913,51.90002,355,21.6423,5
08/28/2013 07:39:08.4844 AM,49.08833,-122.4785,37.81933,52.59998,354,22.0176,5
08/28/2013 07:39:09.4422 AM,49.70969,-122.4785,37.81953,52.79999,354,22.3929,5
08/28/2013 07:39:10.4458 AM,49.08833,-122.4785,37.81973,52.70001,354,22.518,5
08/28/2013 07:39:11.4496 AM,47.84558,-122.4785,37.81993,52.79999,354,22.2678,5
08/28/2013 07:39:12.4497 AM,47.22421,-122.4786,37.82013,53.29999,354,21.95505,5
08/28/2013 07:39:13.5120 AM,47.84558,-122.4786,37.82033,53.40002,354,21.70485,5
08/28/2013 07:39:14.5140 AM,48.46695,-122.4786,37.82052,53.5,355,21.57975,5
08/28/2013 07:39:15.5168 AM,49.08833,-122.4786,37.82072,53.5,355,21.95505,5
08/28/2013 07:39:16.5182 AM,48.46695,-122.4787,37.82092,53.70001,354,22.2678,5
08/28/2013 07:39:17.5194 AM,47.84558,-122.4787,37.82111,54,355,21.57975,5
08/28/2013 07:39:18.5221 AM,47.22421,-122.4787,37.82131,54.59998,355,21.3921,5
08/28/2013 07:39:19.5296 AM,46.60284,-122.4787,37.8215,54.90002,355,21.267,5
08/28/2013 07:39:20.5270 AM,47.22421,-122.4787,37.82169,54.09998,354,21.5172,5
08/28/2013 07:39:21.5321 AM,46.60284,-122.4788,37.82189,53.5,354,21.57975,5
08/28/2013 07:39:22.5309 AM,46.60284,-122.4788,37.82208,53,355,21.0168,5
08/28/2013 07:39:23.5332 AM,46.60284,-122.4788,37.82227,52.90002,354,20.95425,5
08/28/2013 07:39:24.5387 AM,46.60284,-122.4788,37.82246,52.59998,355,21.0168,5
08/28/2013 07:39:25.5396 AM,47.84558,-122.4789,37.82265,52.20001,355,21.1419,5
08/28/2013 07:39:26.5426 AM,48.46695,-122.4789,37.82284,52,355,21.3921,5
08/28/2013 07:39:28.4390 AM,47.22421,-122.4789,37.82322,50.90002,355,21.5172,5
08/28/2013 07:39:29.4399 AM,46.60284,-122.4789,37.82341,49.90002,355,21.3921,5
08/28/2013 07:39:30.4419 AM,45.98147,-122.479,37.8236,49.29999,354,21.5172,5
08/28/2013 07:39:31.5039 AM,45.3601,-122.479,37.8238,48.90002,354,21.0168,5
08/28/2013 07:39:32.5050 AM,44.11736,-122.479,37.82398,49.09998,354,20.45385,5
08/28/2013 07:39:33.5076 AM,44.11736,-122.479,37.82417,48.70001,354,20.20365,5
08/28/2013 07:39:34.5093 AM,43.49598,-122.479,37.82434,48,356,19.82835,5
08/28/2013 07:39:35.5105 AM,43.49598,-122.4791,37.82452,47,0,19.70325,5
08/28/2013 07:39:36.5158 AM,44.73873,-122.4791,37.8247,46.40002,356,20.45385,5
08/28/2013 07:39:37.5946 AM,44.11736,-122.4791,37.82489,45.90002,355,20.1411,5
08/28/2013 07:39:39.4371 AM,44.11736,-122.4791,37.82524,43.29999,358,20.2662,5
08/28/2013 07:39:40.4396 AM,44.73873,-122.4791,37.82542,42.70001,0,20.016,5
08/28/2013 07:39:41.4402 AM,45.98147,-122.4791,37.8256,42.40002,2,19.07775,5
08/28/2013 07:39:42.4414 AM,45.3601,-122.4791,37.82578,42,357,19.0152,5
08/28/2013 07:39:43.5092 AM,45.98147,-122.4792,37.82596,40.90002,352,20.1411,5
08/28/2013 07:39:44.4352 AM,45.98147,-122.4792,37.82614,40,352,20.32875,5
08/28/2013 07:39:45.5374 AM,46.60284,-122.4793,37.82631,39.59998,354,18.57735,10
08/28/2013 07:39:46.5387 AM,47.22421,-122.4793,37.82648,38.79999,355,19.2654,10
08/28/2013 07:39:48.5408 AM,49.08833,-122.4793,37.82687,37.59998,356,20.6415,10
08/28/2013 07:39:49.5404 AM,51.57381,-122.4793,37.82708,37.59998,355,20.8917,10
08/28/2013 07:39:51.4376 AM,54.68066,-122.4794,37.82752,36,352,25.02,10
08/28/2013 07:39:52.4375 AM,56.54478,-122.4795,37.82775,34.90002,353,24.8949,10
08/28/2013 07:39:53.4829 AM,57.16615,-122.4795,37.82797,34.90002,353,24.45705,10
08/28/2013 07:39:54.4846 AM,55.92341,-122.4795,37.82819,34.90002,352,25.6455,10
08/28/2013 07:39:55.5444 AM,54.68066,-122.4796,37.82841,35.20001,354,25.08255,10
08/28/2013 07:39:56.5491 AM,54.05929,-122.4796,37.82864,35,355,24.58215,10
08/28/2013 07:39:57.5496 AM,53.43792,-122.4796,37.82886,34.70001,355,23.769,10
08/28/2013 07:39:58.5526 AM,52.19518,-122.4796,37.82908,35.40002,354,24.6447,10
08/28/2013 07:39:59.5551 AM,52.81655,-122.4797,37.8293,35.59998,355,24.0192,10
08/28/2013 07:40:00.5590 AM,53.43792,-122.4797,37.82952,35.79999,355,23.8941,10
08/28/2013 07:40:01.5587 AM,53.43792,-122.4797,37.82974,36.59998,356,23.83155,10
08/28/2013 07:40:02.5621 AM,52.81655,-122.4797,37.82996,36.90002,359,24.2694,10
08/28/2013 07:40:03.5864 AM,51.57381,-122.4797,37.83017,37.40002,356,23.70645,10
08/28/2013 07:40:05.4725 AM,50.95244,-122.4798,37.8306,39.09998,355,22.7682,10
08/28/2013 07:40:06.4779 AM,50.95244,-122.4798,37.83081,39.79999,353,23.08095,10
08/28/2013 07:40:07.5239 AM,50.33107,-122.4799,37.83102,41.09998,350,22.58055,10
08/28/2013 07:40:08.5828 AM,50.33107,-122.4799,37.83122,41.79999,347,22.83075,10
08/28/2013 07:40:10.4045 AM,51.57381,-122.4801,37.8316,40.79999,342,21.70485,5
08/28/2013 07:40:11.4055 AM,51.57381,-122.4802,37.83179,39.59998,338,22.58055,5
08/28/2013 07:40:12.4138 AM,51.57381,-122.4803,37.83197,40.5,332,23.769,10
08/28/2013 07:40:13.5115 AM,51.57381,-122.4805,37.83216,42.40002,330,24.0192,10
08/28/2013 07:40:14.5139 AM,52.19518,-122.4806,37.83234,43.20001,329,24.70725,10
08/28/2013 07:40:15.4196 AM,53.43792,-122.4808,37.83252,45.20001,322,26.1459,10
08/28/2013 07:40:16.4179 AM,54.68066,-122.481,37.83268,46.20001,318,26.1459,10
08/28/2013 07:40:17.4201 AM,56.54478,-122.4813,37.83283,46.90002,313,26.1459,10
08/28/2013 07:40:17.5331 AM,59.65163,-122.4815,37.83297,47.59998,311,26.271,10
08/28/2013 07:40:18.5352 AM,62.13712,-122.4818,37.83309,48.29999,306,27.20925,10
08/28/2013 07:40:19.5818 AM,64.00124,-122.482,37.83323,48.20001,304,28.08495,10
08/28/2013 07:40:20.5881 AM,65.86535,-122.4823,37.83336,48.5,304,27.95985,10
08/28/2013 07:40:21.5844 AM,67.10809,-122.4826,37.83349,48.40002,304,29.3985,10
08/28/2013 07:40:22.5885 AM,67.10809,-122.4829,37.83364,48.70001,307,30.6495,10
08/28/2013 07:40:23.5945 AM,67.10809,-122.4831,37.83381,49.5,311,30.58695,10
08/28/2013 07:40:24.5954 AM,68.35083,-122.4834,37.834,50.79999,315,30.7746,10
08/28/2013 07:40:25.5976 AM,67.72946,-122.4836,37.83421,51.90002,319,31.21245,10
08/28/2013 07:40:26.6007 AM,67.10809,-122.4839,37.83443,53.29999,320,32.1507,10
08/28/2013 07:40:27.6031 AM,67.10809,-122.4841,37.83466,54.29999,324,32.7762,10
08/28/2013 07:40:28.6111 AM,67.72946,-122.4843,37.8349,54.40002,329,31.9005,10
08/28/2013 07:40:29.6098 AM,67.72946,-122.4844,37.83515,54.29999,335,31.08735,10
08/28/2013 07:40:30.5111 AM,67.72946,-122.4845,37.83539,54,334,30.58695,10
08/28/2013 07:40:31.6122 AM,67.72946,-122.4847,37.83564,54.70001,333,30.3993,10
08/28/2013 07:40:32.6142 AM,67.72946,-122.4848,37.83588,55.20001,333,30.33675,10
08/28/2013 07:40:34.6137 AM,67.10809,-122.4851,37.83638,55.70001,332,31.1499,10
08/28/2013 07:40:35.6160 AM,67.10809,-122.4853,37.83663,55.59998,332,31.1499,10
08/28/2013 07:40:36.6189 AM,67.10809,-122.4855,37.83688,56.79999,332,30.7746,10
08/28/2013 07:40:37.6204 AM,67.72946,-122.4856,37.83712,58.90002,332,30.6495,10
08/28/2013 07:40:39.5080 AM,66.48672,-122.4859,37.83761,64.29999,333,30.2742,10
08/28/2013 07:40:40.5111 AM,66.48672,-122.4861,37.83784,66.79999,331,29.83635,10
08/28/2013 07:40:41.5109 AM,65.24397,-122.4863,37.83809,68.5,331,29.96145,10
08/28/2013 07:40:42.5247 AM,63.37986,-122.4864,37.83832,70.70001,332,29.5236,10
08/28/2013 07:40:43.5668 AM,61.51575,-122.4865,37.83856,73,335,28.8981,10
08/28/2013 07:40:44.5152 AM,60.89438,-122.4867,37.83879,74.5,340,28.08495,10
08/28/2013 07:40:45.5214 AM,60.89438,-122.4868,37.83903,76.79999,346,28.1475,10
08/28/2013 07:40:46.5069 AM,60.27301,-122.4868,37.83927,79.40002,352,27.6471,10
08/28/2013 07:40:47.6193 AM,60.27301,-122.4868,37.8395,82.40002,358,27.58455,5
08/28/2013 07:40:50.3509 AM,59.03026,-122.4868,37.83999,86.90002,1,26.33355,5
08/28/2013 07:40:51.3535 AM,59.03026,-122.4868,37.84021,89,5,25.58295,5
08/28/2013 07:40:52.3553 AM,59.03026,-122.4867,37.84045,91.29999,13,26.6463,10
08/28/2013 07:40:53.3570 AM,59.03026,-122.4866,37.84066,94.09998,21,26.6463,10
08/28/2013 07:40:54.3599 AM,59.03026,-122.4864,37.84089,94.20001,23,27.1467,10
08/28/2013 07:40:55.3610 AM,59.65163,-122.4863,37.84112,94.79999,29,27.3969,10
08/28/2013 07:40:56.3630 AM,58.40889,-122.4861,37.84134,96.29999,30,28.1475,10
08/28/2013 07:40:57.3658 AM,57.16615,-122.4859,37.84155,97.40002,32,27.2718,10
08/28/2013 07:40:58.3676 AM,57.78752,-122.4857,37.84174,98.79999,27,26.0208,10
08/28/2013 07:40:59.3706 AM,58.40889,-122.4856,37.84195,100.7,20,25.6455,10
08/28/2013 07:41:00.3724 AM,59.03026,-122.4855,37.84218,101.4,14,26.271,10
08/28/2013 07:41:01.3751 AM,59.65163,-122.4855,37.84241,101.9,9,26.6463,10
08/28/2013 07:41:02.3765 AM,60.27301,-122.4854,37.84266,103.9,5,27.08415,10
08/28/2013 07:41:03.3784 AM,61.51575,-122.4854,37.8429,104.7,358,27.58455,10
08/28/2013 07:41:04.3817 AM,62.13712,-122.4855,37.84315,106,353,28.08495,10
08/28/2013 07:41:06.2789 AM,64.00124,-122.4856,37.84364,108.1,347,28.2726,10
08/28/2013 07:41:19.2980 AM,55.30204,-122.4865,37.84667,120.8,340,26.271,10
08/28/2013 07:41:20.3331 AM,55.30204,-122.4866,37.84695,122.1,337,26.0208,15
08/28/2013 07:41:21.3358 AM,55.92341,-122.4868,37.84709,124,333,24.8949,15
08/28/2013 07:41:22.3410 AM,56.54478,-122.487,37.84724,125.3,324,24.33195,15
08/28/2013 07:41:23.3428 AM,57.16615,-122.4873,37.84739,127.2,313,25.3953,15
08/28/2013 07:41:24.3432 AM,57.78752,-122.4875,37.84753,130.1,309,25.8957,15
08/28/2013 07:41:25.3470 AM,57.78752,-122.4877,37.84768,131.1,310,26.271,15
08/28/2013 07:41:26.3608 AM,58.40889,-122.488,37.84784,132.2,310,26.45865,15
08/28/2013 07:41:27.3022 AM,58.40889,-122.4882,37.84799,133.4,311,26.58375,10
08/28/2013 07:41:28.3028 AM,58.40889,-122.4884,37.84815,134,312,26.58375,10
08/28/2013 07:41:29.2958 AM,57.78752,-122.4887,37.8483,136.3,313,26.5212,10
08/28/2013 07:41:30.2976 AM,57.16615,-122.4889,37.84847,139.7,318,26.33355,10
08/28/2013 07:41:31.3994 AM,57.78752,-122.489,37.84866,141.4,323,25.8957,10
08/28/2013 07:41:32.4019 AM,57.78752,-122.4892,37.84885,145,329,26.08335,10
08/28/2013 07:41:34.2809 AM,57.16615,-122.4895,37.84929,146.9,339,25.83315,10
08/28/2013 07:41:35.2822 AM,57.16615,-122.4895,37.84952,147.4,345,26.0208,10
08/28/2013 07:41:36.2904 AM,57.78752,-122.4896,37.84974,149.1,349,25.8957,10
08/28/2013 07:41:37.2929 AM,57.78752,-122.4896,37.84997,151.3,351,26.20845,10
