Time, Vehicle speed (MPH), Longitude, Latitude, Altitude (m), Bearing (deg), GPS Speed (m/s), GPS Accuracy (m)
08/28/2013 07:46:44.3955 AM,67.72946,-122.5122,37.92182,-26.60001,337,30.2742,10
08/28/2013 07:46:45.4847 AM,67.72946,-122.5124,37.92207,-27.20001,336,30.3993,10
08/28/2013 07:46:46.5289 AM,68.35083,-122.5125,37.92232,-27.70001,336,30.58695,10
08/28/2013 07:46:47.3828 AM,68.35083,-122.5127,37.92257,-26.89999,336,30.33675,10
08/28/2013 07:46:48.3821 AM,68.35083,-122.5128,37.92282,-26.70001,335,30.1491,10
08/28/2013 07:46:49.4845 AM,68.97221,-122.513,37.92307,-27.39999,336,30.83715,10
08/28/2013 07:46:51.3846 AM,68.97221,-122.5132,37.92359,-28.20001,337,31.4001,10
08/28/2013 07:46:52.3839 AM,68.97221,-122.5134,37.92384,-28.10001,334,30.2742,10
08/28/2013 07:46:53.3847 AM,68.97221,-122.5135,37.92409,-28.5,333,29.5236,10
08/28/2013 07:46:54.4484 AM,68.97221,-122.5137,37.92433,-29.29999,333,29.96145,10
08/28/2013 07:46:55.4667 AM,68.35083,-122.5138,37.92457,-29.29999,333,29.21085,10
08/28/2013 07:46:56.3906 AM,68.35083,-122.514,37.92482,-29.5,334,28.83555,10
08/28/2013 07:46:57.3877 AM,68.35083,-122.5141,37.92508,-29.89999,335,29.58615,10
08/28/2013 07:46:58.4353 AM,67.72946,-122.5143,37.92532,-30.10001,336,28.83555,10
08/28/2013 07:46:59.3848 AM,67.72946,-122.5144,37.92557,-30.39999,336,28.6479,10
08/28/2013 07:47:00.3883 AM,67.72946,-122.5145,37.92582,-31.89999,338,29.21085,10
08/28/2013 07:47:01.4876 AM,67.72946,-122.5147,37.92607,-32.5,337,29.96145,10
08/28/2013 07:47:02.4892 AM,67.10809,-122.5148,37.92634,-32.5,340,28.96065,10
08/28/2013 07:47:03.4573 AM,65.86535,-122.5149,37.92661,-31.60001,341,28.8981,10
08/28/2013 07:47:04.4532 AM,64.6226,-122.515,37.92689,-29.39999,343,29.46105,10
08/28/2013 07:47:05.4707 AM,64.00124,-122.5151,37.92715,-28.60001,344,30.024,10
08/28/2013 07:47:06.4575 AM,63.37986,-122.5152,37.92743,-27.10001,346,29.58615,10
08/28/2013 07:47:07.4631 AM,62.13712,-122.5152,37.92769,-26.60001,348,29.71125,10
08/28/2013 07:47:08.5184 AM,60.89438,-122.5153,37.92795,-26.70001,348,29.21085,10
08/28/2013 07:47:10.3749 AM,59.03026,-122.5154,37.92844,-26.70001,349,26.271,10
08/28/2013 07:47:11.3758 AM,57.16615,-122.5155,37.92867,-26.5,346,25.6455,10
08/28/2013 07:47:12.3780 AM,56.54478,-122.5155,37.92889,-26.79999,349,24.3945,10
08/28/2013 07:47:13.4409 AM,56.54478,-122.5155,37.92912,-26.79999,352,25.5204,10
08/28/2013 07:47:14.3978 AM,57.16615,-122.5156,37.92936,-27.10001,353,25.95825,10
08/28/2013 07:47:15.3769 AM,57.16615,-122.5156,37.92959,-26.79999,352,26.271,10
08/28/2013 07:47:16.3768 AM,58.40889,-122.5156,37.92983,-26.5,353,26.1459,10
08/28/2013 07:47:17.3800 AM,59.03026,-122.5157,37.93008,-26.5,351,26.70885,10
08/28/2013 07:47:18.3808 AM,59.65163,-122.5157,37.93032,-26.89999,351,26.7714,10
08/28/2013 07:47:19.4385 AM,60.27301,-122.5158,37.93056,-27.10001,352,26.3961,10
08/28/2013 07:47:20.3815 AM,60.27301,-122.5158,37.9308,-27.10001,351,26.08335,10
08/28/2013 07:47:21.3767 AM,60.27301,-122.5158,37.93103,-27.20001,352,26.271,10
08/28/2013 07:47:22.3774 AM,61.51575,-122.5159,37.93128,-27.5,351,27.33435,10
08/28/2013 07:47:23.3826 AM,62.13712,-122.5159,37.93152,-27.29999,352,26.7714,10
08/28/2013 07:47:24.3798 AM,63.37986,-122.516,37.93177,-27.39999,350,26.5212,5
08/28/2013 07:47:25.4397 AM,64.6226,-122.516,37.93201,-27.60001,350,25.70805,5
08/28/2013 07:47:26.3838 AM,65.24397,-122.5161,37.93225,-27.70001,350,26.0208,10
08/28/2013 07:47:27.3769 AM,64.6226,-122.5161,37.93251,-27.70001,353,27.83475,10
08/28/2013 07:47:28.3799 AM,64.6226,-122.5162,37.93277,-27.70001,351,28.96065,10
08/28/2013 07:47:29.3858 AM,65.24397,-122.5162,37.93305,-28.5,351,29.3985,10
08/28/2013 07:47:30.3836 AM,65.24397,-122.5163,37.93332,-28.29999,351,29.46105,10
08/28/2013 07:47:31.4525 AM,65.24397,-122.5163,37.93358,-26.89999,351,28.8981,10
08/28/2013 07:47:32.4367 AM,64.6226,-122.5164,37.93383,-25.10001,352,27.83475,10
08/28/2013 07:47:33.4488 AM,64.6226,-122.5164,37.93409,-24.70001,352,29.08575,10
08/28/2013 07:47:34.4411 AM,64.6226,-122.5164,37.93435,-24.60001,354,28.46025,10
08/28/2013 07:47:35.4540 AM,64.6226,-122.5165,37.93461,-24.20001,351,29.08575,10
08/28/2013 07:47:36.4457 AM,62.75849,-122.5165,37.93488,-23.60001,352,28.96065,10
08/28/2013 07:47:37.4571 AM,62.13712,-122.5166,37.93514,-23.10001,352,28.21005,10
08/28/2013 07:47:38.3729 AM,62.13712,-122.5166,37.93541,-23,351,27.95985,10
08/28/2013 07:47:39.3745 AM,62.13712,-122.5167,37.93567,-24,353,28.0224,10
08/28/2013 07:47:40.3724 AM,62.13712,-122.5167,37.93593,-25.29999,354,28.71045,10
08/28/2013 07:47:41.3723 AM,62.13712,-122.5168,37.93619,-26.39999,355,28.83555,10
08/28/2013 07:47:42.4845 AM,63.37986,-122.5168,37.93645,-27,357,29.33595,10
08/28/2013 07:47:43.4847 AM,63.37986,-122.5168,37.93672,-27.39999,1,29.2734,10
08/28/2013 07:47:44.4813 AM,64.00124,-122.5168,37.93698,-28.5,3,28.58535,10
08/28/2013 07:47:45.4829 AM,64.6226,-122.5168,37.93724,-29.79999,4,29.1483,5
08/28/2013 07:47:46.3824 AM,65.24397,-122.5167,37.9375,-30.10001,6,30.5244,5
08/28/2013 07:47:47.3906 AM,65.24397,-122.5167,37.93777,-31.10001,9,29.8989,5
08/28/2013 07:47:48.3894 AM,65.24397,-122.5166,37.93804,-30.79999,10,29.7738,5
08/28/2013 07:47:49.4527 AM,65.24397,-122.5165,37.9383,-30.60001,12,30.08655,5
08/28/2013 07:47:50.3874 AM,65.24397,-122.5165,37.93856,-30.70001,12,29.71125,5
08/28/2013 07:47:51.3897 AM,65.24397,-122.5164,37.93881,-30.79999,13,28.773,10
08/28/2013 07:47:52.4847 AM,65.86535,-122.5163,37.93906,-30.5,14,27.6471,10
08/28/2013 07:47:53.4860 AM,66.48672,-122.5162,37.93932,-31,13,28.8981,10
08/28/2013 07:47:55.4875 AM,66.48672,-122.5161,37.93984,-31,11,30.024,10
08/28/2013 07:47:56.3896 AM,66.48672,-122.516,37.94012,-30.39999,9,30.2742,10
08/28/2013 07:47:57.4920 AM,66.48672,-122.516,37.94039,-29.89999,9,30.71205,10
08/28/2013 07:47:59.3906 AM,67.10809,-122.5158,37.94093,-28.29999,12,29.96145,10
08/28/2013 07:48:00.3892 AM,67.10809,-122.5157,37.9412,-27.39999,13,31.0248,10
08/28/2013 07:48:01.4920 AM,66.48672,-122.5157,37.94146,-27.29999,12,30.21165,10
08/28/2013 07:48:02.5011 AM,66.48672,-122.5156,37.94173,-27.5,11,29.96145,10
08/28/2013 07:48:04.4251 AM,65.86535,-122.5154,37.94227,-28.89999,13,30.3993,10
08/28/2013 07:48:05.4310 AM,65.24397,-122.5154,37.94253,-28.5,13,29.58615,10
08/28/2013 07:48:06.4415 AM,65.24397,-122.5153,37.94279,-27,12,29.7738,10
08/28/2013 07:48:07.5425 AM,64.00124,-122.5152,37.94305,-24.5,10,29.5236,10
08/28/2013 07:48:09.3023 AM,61.51575,-122.5151,37.94358,-20.29999,10,29.2734,5
08/28/2013 07:48:10.3041 AM,59.03026,-122.5151,37.94384,-18.60001,9,29.83635,5
08/28/2013 07:48:11.3033 AM,59.03026,-122.515,37.9441,-17.60001,10,30.2742,5
08/28/2013 07:48:12.3059 AM,59.03026,-122.5149,37.94436,-16.89999,11,29.58615,5
08/28/2013 07:48:13.3183 AM,59.65163,-122.5149,37.94461,-16.5,11,28.6479,5
08/28/2013 07:48:14.4204 AM,60.27301,-122.5148,37.94486,-16.39999,13,28.1475,10
08/28/2013 07:48:16.3053 AM,61.51575,-122.5146,37.94532,-16.5,17,27.20925,10
08/28/2013 07:48:17.3211 AM,62.13712,-122.5145,37.94555,-17.70001,19,27.2718,10
08/28/2013 07:48:18.3118 AM,61.51575,-122.5144,37.94577,-17.29999,20,27.8973,10
08/28/2013 07:48:19.3134 AM,61.51575,-122.5143,37.94598,-16.70001,23,28.0224,10
08/28/2013 07:48:20.3933 AM,61.51575,-122.5141,37.9462,-16.29999,26,28.46025,10
08/28/2013 07:48:21.3124 AM,62.13712,-122.514,37.94642,-15.39999,26,28.21005,10
08/28/2013 07:48:22.3109 AM,62.75849,-122.5138,37.94665,-15.39999,26,28.58535,10
08/28/2013 07:48:23.4152 AM,63.37986,-122.5137,37.94687,-15.39999,26,28.83555,10
08/28/2013 07:48:25.4149 AM,64.6226,-122.5134,37.94734,-15.39999,26,29.1483,5
08/28/2013 07:48:26.4150 AM,64.6226,-122.5133,37.94757,-14.29999,26,29.3985,5
08/28/2013 07:48:28.3125 AM,64.00124,-122.513,37.94806,-11.5,26,29.2734,5
08/28/2013 07:48:29.3121 AM,64.00124,-122.5128,37.94829,-11,25,29.1483,5
08/28/2013 07:48:30.3108 AM,64.6226,-122.5127,37.94852,-10.10001,27,29.0232,5
08/28/2013 07:48:31.3118 AM,64.6226,-122.5125,37.94875,-9.100006,27,29.08575,5
08/28/2013 07:48:32.4269 AM,63.37986,-122.5124,37.94899,-8.299988,25,29.08575,5
08/28/2013 07:48:33.3684 AM,63.37986,-122.5122,37.94922,-6.899994,26,28.773,5
08/28/2013 07:48:34.3614 AM,63.37986,-122.5121,37.94945,-6,26,28.6479,5
08/28/2013 07:48:35.3600 AM,64.00124,-122.512,37.94968,-5.399994,27,29.0232,5
08/28/2013 07:48:36.3784 AM,64.00124,-122.5118,37.94991,-4.799988,28,29.2734,5
08/28/2013 07:48:37.4740 AM,63.37986,-122.5116,37.95014,-3.399994,32,28.83555,5
08/28/2013 07:48:39.3007 AM,62.75849,-122.5112,37.95055,-0.3999939,38,29.1483,5
08/28/2013 07:48:40.3030 AM,62.13712,-122.511,37.95075,1,40,28.6479,5
08/28/2013 07:48:41.3070 AM,62.13712,-122.5108,37.95094,1,42,28.5228,5
08/28/2013 07:48:42.3113 AM,60.89438,-122.5106,37.95113,1.399994,43,28.3977,5
08/28/2013 07:48:43.3203 AM,60.27301,-122.5104,37.95131,2.299988,43,27.7722,5
08/28/2013 07:48:44.3711 AM,59.65163,-122.5102,37.95149,3.600006,43,27.58455,5
08/28/2013 07:48:45.3025 AM,59.65163,-122.51,37.95167,4.799988,42,26.70885,5
08/28/2013 07:48:46.3093 AM,60.27301,-122.5098,37.95184,6.200012,42,26.3961,5
08/28/2013 07:48:47.3153 AM,60.89438,-122.5096,37.95201,7.200012,43,26.70885,5
08/28/2013 07:48:48.3132 AM,60.27301,-122.5093,37.95219,7.600006,42,27.7722,5
08/28/2013 07:48:49.3147 AM,60.27301,-122.5091,37.95238,7.799988,39,27.8973,5
08/28/2013 07:48:50.3638 AM,60.89438,-122.509,37.95258,8.700012,35,28.1475,5
08/28/2013 07:48:51.3052 AM,62.13712,-122.5088,37.95279,9.5,30,28.46025,5
08/28/2013 07:48:52.3051 AM,62.75849,-122.5087,37.95303,10.70001,25,28.3977,5
08/28/2013 07:48:53.3065 AM,62.75849,-122.5085,37.95326,11.89999,22,27.8973,5
08/28/2013 07:48:54.3081 AM,62.13712,-122.5084,37.95351,11.5,16,28.33515,5
08/28/2013 07:48:55.3092 AM,61.51575,-122.5084,37.95375,11.10001,13,28.33515,5
08/28/2013 07:48:56.3669 AM,61.51575,-122.5083,37.95401,10,7,27.8973,5
08/28/2013 07:48:57.3056 AM,62.13712,-122.5083,37.95426,8.399994,2,28.08495,5
08/28/2013 07:48:58.3032 AM,62.75849,-122.5083,37.95452,7,358,29.1483,5
08/28/2013 07:48:59.4035 AM,62.13712,-122.5084,37.95479,5.299988,354,29.1483,10
08/28/2013 07:49:01.3003 AM,61.51575,-122.5085,37.9553,3.799988,352,28.46025,10
08/28/2013 07:49:02.5041 AM,60.89438,-122.5085,37.95555,3.299988,352,28.6479,10
08/28/2013 07:49:04.3767 AM,62.75849,-122.5086,37.95606,1.899994,352,28.0224,10
08/28/2013 07:49:05.3771 AM,63.37986,-122.5087,37.95631,1,351,28.21005,10
08/28/2013 07:49:06.3787 AM,63.37986,-122.5087,37.95657,0.3999939,351,28.773,5
08/28/2013 07:49:07.4704 AM,63.37986,-122.5088,37.95683,-0.7000122,351,28.8981,5
08/28/2013 07:49:09.3048 AM,62.75849,-122.5089,37.95734,-2.600006,351,28.33515,5
08/28/2013 07:49:10.3118 AM,64.00124,-122.5089,37.95759,-3.700012,351,28.33515,5
08/28/2013 07:49:11.3032 AM,64.00124,-122.509,37.95784,-5.200012,351,28.3977,5
08/28/2013 07:49:12.3057 AM,64.00124,-122.5091,37.9581,-6.5,351,28.96065,5
08/28/2013 07:49:13.5074 AM,65.24397,-122.5091,37.95836,-7.600006,351,29.83635,5
08/28/2013 07:49:15.4160 AM,65.86535,-122.5092,37.95889,-10.39999,351,29.33595,5
08/28/2013 07:49:17.3119 AM,66.48672,-122.5093,37.95941,-12.39999,350,29.08575,5
08/28/2013 07:49:18.3113 AM,67.10809,-122.5094,37.95967,-13.89999,351,29.6487,5
08/28/2013 07:49:19.3111 AM,66.48672,-122.5094,37.95995,-15.70001,351,30.1491,5
08/28/2013 07:49:20.4127 AM,65.86535,-122.5095,37.96022,-17.5,352,30.08655,5
08/28/2013 07:49:21.3140 AM,65.86535,-122.5095,37.96049,-19,352,29.96145,5
08/28/2013 07:49:22.3148 AM,66.48672,-122.5096,37.96076,-20.20001,352,30.58695,5
08/28/2013 07:49:23.3168 AM,65.24397,-122.5096,37.96103,-20.89999,353,30.21165,5
08/28/2013 07:49:24.3199 AM,64.6226,-122.5097,37.9613,-21.79999,351,30.024,5
08/28/2013 07:49:25.3206 AM,62.75849,-122.5097,37.96157,-23.20001,349,29.6487,5
08/28/2013 07:49:26.3799 AM,61.51575,-122.5098,37.96183,-24.20001,346,29.21085,5
08/28/2013 07:49:27.3814 AM,61.51575,-122.5099,37.96208,-25,342,28.3977,5
08/28/2013 07:49:28.3854 AM,62.13712,-122.51,37.96232,-25.60001,339,28.2726,5
08/28/2013 07:49:29.3841 AM,62.75849,-122.5102,37.96255,-26.10001,332,29.2734,5
08/28/2013 07:49:30.3860 AM,63.37986,-122.5104,37.96276,-26.10001,326,30.024,5
08/28/2013 07:49:31.3977 AM,62.75849,-122.5106,37.96297,-25.5,321,30.2742,10
08/28/2013 07:49:32.4307 AM,63.37986,-122.5108,37.96313,-25.5,316,29.6487,10
08/28/2013 07:49:33.4322 AM,64.6226,-122.5111,37.96329,-26.29999,310,29.6487,10
08/28/2013 07:49:34.4337 AM,65.24397,-122.5114,37.96345,-27.10001,305,30.33675,10
08/28/2013 07:49:35.4374 AM,64.6226,-122.5117,37.9636,-28.39999,304,30.96225,10
08/28/2013 07:49:36.4374 AM,64.6226,-122.512,37.96374,-29.89999,303,30.7746,10
08/28/2013 07:49:37.4394 AM,65.24397,-122.5123,37.96388,-30.79999,302,31.1499,10
08/28/2013 07:49:39.2902 AM,64.6226,-122.5129,37.96415,-32.29999,299,30.46185,10
08/28/2013 07:49:40.2892 AM,64.00124,-122.5132,37.96426,-32.79999,297,28.773,10
08/28/2013 07:49:41.3917 AM,63.37986,-122.5134,37.96437,-33.5,296,27.0216,10
08/28/2013 07:49:43.2855 AM,62.75849,-122.514,37.96465,-34.29999,297,26.8965,10
08/28/2013 07:49:44.3334 AM,62.13712,-122.5142,37.9648,-34.20001,302,26.95905,10
08/28/2013 07:49:45.2830 AM,61.51575,-122.5145,37.96497,-33,307,28.21005,10
08/28/2013 07:49:46.3852 AM,61.51575,-122.5147,37.96512,-32.89999,307,28.1475,10
08/28/2013 07:49:48.3847 AM,61.51575,-122.5152,37.96542,-32.29999,304,27.2718,10
08/28/2013 07:49:49.3859 AM,62.13712,-122.5155,37.96557,-32.20001,305,27.70965,10
08/28/2013 07:49:50.3879 AM,62.13712,-122.5157,37.96573,-32.5,305,28.08495,10
08/28/2013 07:49:52.2872 AM,62.75849,-122.5163,37.96605,-32.39999,307,28.5228,10
08/28/2013 07:49:53.2899 AM,62.75849,-122.5165,37.96621,-32.20001,309,28.96065,10
08/28/2013 07:49:54.3941 AM,62.75849,-122.5168,37.96638,-32.70001,309,28.83555,10
08/28/2013 07:49:55.3938 AM,62.13712,-122.517,37.96655,-32.70001,309,28.773,10
08/28/2013 07:49:56.3948 AM,62.13712,-122.5173,37.9667,-32.20001,308,28.6479,10
08/28/2013 07:49:57.2957 AM,61.51575,-122.5175,37.96685,-32.39999,307,28.2726,10
08/28/2013 07:49:58.2998 AM,62.13712,-122.5178,37.96701,-32.20001,307,28.08495,10
08/28/2013 07:49:59.2999 AM,62.13712,-122.5181,37.96716,-31,306,28.08495,10
08/28/2013 07:50:00.3019 AM,62.75849,-122.5183,37.9673,-30.5,305,28.08495,10
08/28/2013 07:50:01.3034 AM,63.37986,-122.5186,37.96745,-30.10001,306,28.5228,10
08/28/2013 07:50:02.3994 AM,64.00124,-122.5188,37.96761,-29.60001,307,28.83555,10
08/28/2013 07:50:03.4002 AM,64.6226,-122.5191,37.96776,-29.10001,307,29.21085,10
08/28/2013 07:50:04.4024 AM,64.6226,-122.5194,37.96791,-29.39999,307,29.2734,10
08/28/2013 07:50:05.4042 AM,64.6226,-122.5196,37.96807,-30.20001,308,29.58615,10
08/28/2013 07:50:06.4053 AM,64.00124,-122.5199,37.96825,-30.29999,309,29.58615,10
08/28/2013 07:50:07.4594 AM,62.75849,-122.5201,37.96841,-29.10001,309,28.773,10
08/28/2013 07:50:08.3590 AM,61.51575,-122.5204,37.96857,-28.29999,311,28.773,10
08/28/2013 07:50:09.3604 AM,60.27301,-122.5206,37.96875,-27.60001,313,28.58535,10
08/28/2013 07:50:10.3654 AM,58.40889,-122.5209,37.96892,-27.20001,314,27.33435,10
08/28/2013 07:50:11.3659 AM,58.40889,-122.5211,37.9691,-27.39999,318,26.6463,5
08/28/2013 07:50:12.3668 AM,59.03026,-122.5213,37.96928,-27,324,26.271,5
08/28/2013 07:50:13.3690 AM,59.03026,-122.5214,37.96948,-26.20001,327,26.08335,5
08/28/2013 07:50:14.3740 AM,58.40889,-122.5216,37.96968,-26.20001,333,25.7706,5
08/28/2013 07:50:15.3717 AM,57.16615,-122.5217,37.9699,-26.89999,339,25.33275,5
08/28/2013 07:50:16.3732 AM,57.16615,-122.5218,37.97013,-26.79999,344,25.58295,5
08/28/2013 07:50:17.3748 AM,57.78752,-122.5218,37.97036,-26.5,348,26.20845,5
08/28/2013 07:50:18.3765 AM,58.40889,-122.5219,37.9706,-25.70001,354,26.33355,5
08/28/2013 07:50:19.3785 AM,57.78752,-122.5219,37.97085,-25.29999,358,26.83395,5
08/28/2013 07:50:20.3798 AM,58.40889,-122.5219,37.97109,-25,2,26.45865,5
08/28/2013 07:50:21.3854 AM,58.40889,-122.5218,37.97134,-24.89999,6,26.58375,5
08/28/2013 07:50:22.3831 AM,59.65163,-122.5218,37.97158,-25.29999,11,27.08415,5
08/28/2013 07:50:23.3888 AM,60.89438,-122.5217,37.97183,-25,13,27.70965,5
08/28/2013 07:50:24.3880 AM,62.13712,-122.5216,37.97207,-25.5,13,28.08495,5
08/28/2013 07:50:25.3948 AM,62.75849,-122.5216,37.97233,-26,13,28.6479,5
08/28/2013 07:50:26.3913 AM,63.37986,-122.5215,37.97258,-26.29999,12,28.2726,5
08/28/2013 07:50:27.3945 AM,62.75849,-122.5214,37.97283,-26,13,28.46025,5
08/28/2013 07:50:28.3958 AM,61.51575,-122.5213,37.97308,-25.79999,12,28.773,5
08/28/2013 07:50:29.3982 AM,60.89438,-122.5213,37.97334,-25.39999,12,28.1475,5
08/28/2013 07:50:30.3998 AM,60.27301,-122.5212,37.97358,-25,13,27.6471,5
08/28/2013 07:50:31.4011 AM,60.89438,-122.5211,37.97382,-24.5,13,27.33435,5
08/28/2013 07:50:32.4059 AM,60.89438,-122.521,37.97406,-23.89999,13,27.20925,5
08/28/2013 07:50:33.4101 AM,60.89438,-122.521,37.9743,-24.79999,13,26.8965,5
08/28/2013 07:50:34.4092 AM,61.51575,-122.5209,37.97454,-25.20001,12,27.58455,5
08/28/2013 07:50:35.4112 AM,62.75849,-122.5208,37.9748,-25.89999,12,28.21005,5
08/28/2013 07:50:36.4126 AM,64.00124,-122.5208,37.97505,-26.10001,11,28.8981,5
08/28/2013 07:50:37.4518 AM,65.24397,-122.5207,37.97531,-25.89999,11,29.2734,5
08/28/2013 07:50:38.4535 AM,65.86535,-122.5206,37.97557,-26,9,30.1491,5
08/28/2013 07:50:39.4549 AM,67.10809,-122.5206,37.97583,-24.79999,8,30.3993,5
08/28/2013 07:50:40.4564 AM,65.86535,-122.5206,37.9761,-24.29999,6,30.33675,5
08/28/2013 07:50:41.4580 AM,64.6226,-122.5205,37.97637,-23.29999,5,30.08655,5
08/28/2013 07:50:42.4600 AM,63.37986,-122.5205,37.97663,-22.10001,4,29.6487,5
08/28/2013 07:50:43.4607 AM,62.75849,-122.5205,37.97689,-20.70001,2,28.71045,5
08/28/2013 07:50:45.3042 AM,62.75849,-122.5204,37.97742,-19.79999,0,28.6479,5
08/28/2013 07:50:46.3117 AM,63.37986,-122.5205,37.97768,-19.60001,358,28.46025,5
08/28/2013 07:50:47.3141 AM,63.37986,-122.5205,37.97794,-19.10001,357,28.6479,5
08/28/2013 07:50:48.3135 AM,62.75849,-122.5205,37.9782,-19.10001,355,28.83555,5
08/28/2013 07:50:49.3151 AM,62.13712,-122.5205,37.97845,-18.5,353,28.08495,5
08/28/2013 07:50:50.3665 AM,62.13712,-122.5206,37.97869,-17.70001,354,27.6471,5
08/28/2013 07:50:51.3060 AM,62.75849,-122.5206,37.97894,-17.39999,351,28.08495,5
08/28/2013 07:50:52.3066 AM,63.37986,-122.5207,37.97919,-17.29999,348,29.0232,5
08/28/2013 07:50:53.3081 AM,63.37986,-122.5208,37.97945,-17.10001,347,29.58615,5
08/28/2013 07:50:54.3092 AM,62.75849,-122.5209,37.97971,-16.20001,346,29.71125,5
08/28/2013 07:50:55.3113 AM,63.37986,-122.5209,37.97996,-15.70001,344,28.96065,5
08/28/2013 07:50:56.3552 AM,64.00124,-122.521,37.9802,-14.5,343,28.71045,5
08/28/2013 07:50:57.3025 AM,64.00124,-122.5211,37.98044,-14,341,29.33595,5
08/28/2013 07:50:58.2957 AM,64.6226,-122.5213,37.98069,-13.70001,340,28.8981,5
08/28/2013 07:50:59.2938 AM,64.6226,-122.5214,37.98093,-13.10001,339,29.21085,5
08/28/2013 07:51:00.2962 AM,64.00124,-122.5215,37.98117,-12.10001,338,28.8981,5
08/28/2013 07:51:01.4039 AM,64.6226,-122.5216,37.98141,-11,336,28.8981,5
08/28/2013 07:51:02.3984 AM,64.6226,-122.5218,37.98164,-10,334,28.2726,5
08/28/2013 07:51:03.3998 AM,64.6226,-122.5219,37.98186,-9,332,27.45945,5
08/28/2013 07:51:04.4012 AM,64.00124,-122.5221,37.98209,-8.200012,332,27.0216,5
08/28/2013 07:51:05.4027 AM,64.00124,-122.5222,37.98231,-7.100006,334,27.0216,5
08/28/2013 07:51:06.4119 AM,64.6226,-122.5223,37.98253,-5.799988,333,26.7714,5
08/28/2013 07:51:07.4218 AM,65.24397,-122.5225,37.98277,-4.799988,333,27.6471,10
08/28/2013 07:51:08.3225 AM,64.6226,-122.5226,37.98301,-3.5,335,28.0224,10
08/28/2013 07:51:09.3236 AM,64.6226,-122.5228,37.98324,-2.399994,336,27.7722,10
08/28/2013 07:51:10.3629 AM,64.6226,-122.5229,37.98349,-1.899994,337,29.1483,10
08/28/2013 07:51:11.3626 AM,65.24397,-122.523,37.98373,-1.299988,337,28.5228,10
08/28/2013 07:51:12.3648 AM,65.24397,-122.5231,37.98397,-1.200012,337,28.773,10
08/28/2013 07:51:13.3662 AM,65.24397,-122.5233,37.98421,-0.3999939,335,29.58615,10
08/28/2013 07:51:14.3683 AM,65.86535,-122.5234,37.98446,-0.1000061,332,29.96145,10
08/28/2013 07:51:15.3695 AM,65.86535,-122.5236,37.9847,0.7999878,331,29.71125,10
08/28/2013 07:51:16.3736 AM,65.86535,-122.5238,37.98494,1.700012,329,29.83635,10
08/28/2013 07:51:17.3732 AM,65.86535,-122.5239,37.98517,3.299988,327,29.71125,10
08/28/2013 07:51:18.3746 AM,64.6226,-122.5241,37.9854,4.700012,326,30.024,10
08/28/2013 07:51:19.3766 AM,64.00124,-122.5243,37.98563,6.5,324,29.5236,10
08/28/2013 07:51:20.3796 AM,63.37986,-122.5245,37.98584,7.600006,323,28.8981,10
08/28/2013 07:51:21.3838 AM,64.00124,-122.5247,37.98605,8.700012,321,28.58535,10
08/28/2013 07:51:22.3833 AM,64.00124,-122.5249,37.98626,9.799988,321,28.58535,10
08/28/2013 07:51:23.3843 AM,63.37986,-122.5252,37.98647,11.10001,321,28.6479,10
08/28/2013 07:51:24.3862 AM,63.37986,-122.5254,37.98668,12.20001,322,28.83555,10
08/28/2013 07:51:25.3873 AM,63.37986,-122.5256,37.98689,13.09998,323,28.71045,10
08/28/2013 07:51:26.3893 AM,63.37986,-122.5257,37.9871,13.79999,324,28.71045,10
08/28/2013 07:51:27.3924 AM,63.37986,-122.5259,37.98731,15.20001,323,28.71045,10
08/28/2013 07:51:28.3947 AM,62.75849,-122.5261,37.98752,17,323,28.5228,10
08/28/2013 07:51:29.2950 AM,62.13712,-122.5263,37.98772,17.59998,323,28.33515,10
08/28/2013 07:51:30.2929 AM,61.51575,-122.5265,37.98793,18.79999,323,28.5228,10
08/28/2013 07:51:31.2937 AM,60.89438,-122.5267,37.98814,20.20001,323,28.2726,5
08/28/2013 07:51:32.3949 AM,60.27301,-122.5269,37.98834,21.40002,323,27.95985,5
08/28/2013 07:51:34.2962 AM,59.65163,-122.5273,37.98872,24.29999,322,26.8965,5
08/28/2013 07:51:35.2976 AM,59.03026,-122.5275,37.98891,26,322,26.83395,5
08/28/2013 07:51:36.3000 AM,59.03026,-122.5277,37.9891,27.79999,322,26.70885,5
08/28/2013 07:51:37.3017 AM,59.03026,-122.5278,37.98929,29.09998,322,26.83395,5
08/28/2013 07:51:38.3209 AM,59.65163,-122.528,37.98948,30.29999,322,27.0216,5
08/28/2013 07:51:39.3217 AM,60.27301,-122.5282,37.98967,31,321,27.0216,5
08/28/2013 07:51:40.3227 AM,60.27301,-122.5284,37.98987,31.59998,321,27.1467,5
08/28/2013 07:51:41.3272 AM,59.65163,-122.5286,37.99006,32.20001,321,27.20925,5
08/28/2013 07:51:42.3272 AM,59.03026,-122.5288,37.99025,33.5,322,27.08415,5
08/28/2013 07:51:43.3295 AM,59.03026,-122.529,37.99044,33.5,320,27.33435,5
08/28/2013 07:51:44.3314 AM,59.03026,-122.5292,37.99063,33.79999,320,26.70885,5
08/28/2013 07:51:45.3329 AM,59.03026,-122.5294,37.99082,34,320,26.83395,5
08/28/2013 07:51:46.3344 AM,59.65163,-122.5296,37.99101,33.79999,321,26.45865,5
08/28/2013 07:51:47.3388 AM,59.65163,-122.5298,37.9912,33.5,321,26.70885,5
